mono,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_012525718.1,XP_019884623.1,0,608,0,598
XP_012525719.1,XP_019884623.1,0,608,0,598
XP_012525720.1,XP_019884623.1,0,612,0,603
XP_012525721.1,XP_011264280.1,0,713,0,754
XP_012525723.1,XP_011264279.1,0,531,0,531
XP_012525724.1,XP_011267559.2,0,1813,0,1836
XP_012525727.1,XP_011251382.1,0,1157,0,1157
XP_012525728.1,XP_011251382.1,0,1134,0,1134
XP_012525729.1,XP_011251379.1,0,932,0,932
XP_012525730.1,XP_011265417.1,0,2425,0,2446
XP_012525730.1,XP_011265418.1,0,2425,0,2446
XP_012525730.1,XP_011265419.1,0,2425,0,2446
XP_012525730.1,XP_011265420.1,0,2439,0,2465
XP_012525731.1,XP_011251379.1,0,932,0,932
XP_012525732.1,XP_011251379.1,0,932,0,932
XP_012525733.1,XP_011251379.1,0,932,0,932
XP_012525736.1,XP_011250617.1,0,675,0,675
XP_012525737.1,XP_011251020.1,0,1934,0,1966
XP_012525737.1,XP_011251102.1,0,1885,0,1916
XP_012525737.1,XP_011251179.1,0,1885,0,1916
XP_012525737.1,XP_011251257.1,0,1885,0,1916
XP_012525738.1,XP_011251020.1,0,1885,0,1915
XP_012525738.1,XP_011251102.1,0,1885,0,1917
XP_012525738.1,XP_011251179.1,0,1885,0,1917
XP_012525738.1,XP_011251257.1,0,1885,0,1917
XP_012525739.1,XP_011251020.1,0,1885,0,1915
XP_012525739.1,XP_011251102.1,0,1885,0,1917
XP_012525739.1,XP_011251179.1,0,1885,0,1917
XP_012525739.1,XP_011251257.1,0,1885,0,1917
XP_012525740.1,XP_011251020.1,0,1885,0,1915
XP_012525740.1,XP_011251102.1,0,1885,0,1917
XP_012525740.1,XP_011251179.1,0,1885,0,1917
XP_012525740.1,XP_011251257.1,0,1885,0,1917
XP_012525741.1,XP_011251378.1,0,1576,0,1570
XP_012525741.1,XP_011251449.1,0,1557,0,1548
XP_012525742.1,XP_011251378.1,0,1556,0,1548
XP_012525742.1,XP_011251449.1,0,1561,0,1555
XP_012525743.1,XP_011265414.1,2.00E-154,444,2.00E-154,444
XP_012525743.1,XP_011265415.1,2.00E-154,444,2.00E-154,444
XP_012525745.1,XP_011251569.1,6.00E-45,143,5.00E-45,143
XP_012525746.1,XP_011250814.1,6.00E-137,384,5.00E-137,384
XP_012525747.1,XP_011252046.1,0,918,0,918
XP_012525752.1,XP_011253306.2,0,1329,0,1347
XP_012525753.1,XP_011253307.2,0,1255,0,1272
XP_012525753.1,XP_011253308.2,0,1238,0,1254
XP_012525756.1,XP_011262804.1,0,1646,0,1687
XP_012525756.1,XP_011262805.1,0,1615,0,1656
XP_012525756.1,XP_025267544.1,0,1633,0,1675
XP_012525757.1,XP_011262804.1,0,1645,0,1684
XP_012525757.1,XP_011262805.1,0,1616,0,1654
XP_012525757.1,XP_025267544.1,0,1634,0,1673
XP_012525758.1,XP_011262804.1,0,1616,0,1657
XP_012525758.1,XP_011262805.1,0,1625,0,1667
XP_012525758.1,XP_025267544.1,0,1607,0,1647
XP_012525759.1,XP_011262806.1,3.00E-166,473,3.00E-166,473
XP_012525759.1,XP_025267545.1,7.00E-162,461,5.00E-162,461
XP_012525761.2,XP_025267562.1,0,1145,0,1145
XP_012525763.1,XP_019883968.1,0,621,0,621
XP_012525764.1,XP_025267096.1,0,2214,0,2281
XP_012525764.1,XP_025267097.1,0,2219,0,2286
XP_012525766.1,XP_011251529.2,0,877,0,889
XP_012525767.1,XP_011267872.2,2.00E-57,198,9.00E-60,204
XP_012525768.1,XP_011251529.2,0,863,0,906
XP_012525769.1,XP_011251529.2,0,863,0,906
XP_012525770.1,XP_011251529.2,0,862,0,905
XP_012525772.1,XP_025267092.1,0,1353,0,1330
XP_012525773.1,XP_025267092.1,0,1353,0,1330
XP_012525774.1,XP_025267092.1,0,1353,0,1330
XP_012525775.1,XP_025267092.1,0,1353,0,1330
XP_012525776.1,XP_011265147.1,7.00E-96,278,6.00E-96,278
XP_012525777.1,XP_011265146.1,0,762,0,775
XP_012525779.1,XP_011261672.1,0,2612,0,2615
XP_012525779.1,XP_011261673.1,0,2605,0,2608
XP_012525779.1,XP_019884106.1,0,2612,0,2615
XP_012525779.1,XP_019884107.1,0,2536,0,2538
XP_012525782.1,XP_025270806.1,8.00E-111,339,7.00E-107,328
XP_012525785.1,XP_019884278.2,0,1592,0,1606
XP_012525787.1,XP_011252545.2,0,1136,0,1135
XP_012525787.1,XP_011252547.1,0,1181,0,1186
XP_012525787.1,XP_011252550.1,0,1136,0,1135
XP_012525787.1,XP_019882397.1,0,1136,0,1135
XP_012525787.1,XP_025263980.1,0,1174,0,1180
XP_012525789.1,XP_011252548.1,0,1172,0,1172
XP_012525789.1,XP_011252551.1,0,1140,0,1140
XP_012525789.1,XP_025263981.1,0,1140,0,1140
XP_012525790.1,XP_011252548.1,0,1172,0,1172
XP_012525790.1,XP_011252551.1,0,1140,0,1140
XP_012525790.1,XP_025263981.1,0,1140,0,1140
XP_012525791.1,XP_011255252.1,6.00E-63,189,6.00E-63,189
XP_012525792.1,XP_011252548.1,0,1172,0,1172
XP_012525792.1,XP_011252551.1,0,1140,0,1140
XP_012525792.1,XP_025263981.1,0,1140,0,1140
XP_012525794.1,XP_011252548.1,0,1188,0,1188
XP_012525794.1,XP_011252551.1,0,1138,0,1139
XP_012525794.1,XP_025263981.1,0,1138,0,1139
XP_012525795.1,XP_011252545.2,0,1135,0,1135
XP_012525795.1,XP_011252547.1,0,1137,0,1139
XP_012525795.1,XP_011252550.1,0,1135,0,1135
XP_012525795.1,XP_019882397.1,0,1135,0,1135
XP_012525795.1,XP_025263980.1,0,1131,0,1131
XP_012525796.1,XP_011252552.1,0,1112,0,1112
XP_012525796.1,XP_011252554.1,0,1070,0,1070
XP_012525796.1,XP_025263982.1,0,1070,0,1070
XP_012525796.1,XP_025263983.1,0,1070,0,1070
XP_012525796.1,XP_025263984.1,0,1070,0,1070
XP_012525797.1,XP_011252552.1,0,1112,0,1112
XP_012525797.1,XP_011252554.1,0,1070,0,1070
XP_012525797.1,XP_025263982.1,0,1070,0,1070
XP_012525797.1,XP_025263983.1,0,1070,0,1070
XP_012525797.1,XP_025263984.1,0,1070,0,1070
XP_012525798.1,XP_011252555.1,0,1052,0,1052
XP_012525798.1,XP_011252557.1,0,1052,0,1052
XP_012525798.1,XP_011252558.1,0,1052,0,1052
XP_012525798.1,XP_011252559.1,0,1052,0,1052
XP_012525798.1,XP_011252562.1,0,1052,0,1052
XP_012525798.1,XP_011252563.1,0,1052,0,1052
XP_012525798.1,XP_025263985.1,0,1052,0,1052
XP_012525798.1,XP_025263987.1,0,1052,0,1052
XP_012525799.1,XP_011252555.1,0,1052,0,1052
XP_012525799.1,XP_011252557.1,0,1052,0,1052
XP_012525799.1,XP_011252558.1,0,1052,0,1052
XP_012525799.1,XP_011252559.1,0,1052,0,1052
XP_012525799.1,XP_011252562.1,0,1052,0,1052
XP_012525799.1,XP_011252563.1,0,1052,0,1052
XP_012525799.1,XP_025263985.1,0,1052,0,1052
XP_012525799.1,XP_025263987.1,0,1052,0,1052
XP_012525800.1,XP_011252555.1,0,1052,0,1052
XP_012525800.1,XP_011252557.1,0,1052,0,1052
XP_012525800.1,XP_011252558.1,0,1052,0,1052
XP_012525800.1,XP_011252559.1,0,1052,0,1052
XP_012525800.1,XP_011252562.1,0,1052,0,1052
XP_012525800.1,XP_011252563.1,0,1052,0,1052
XP_012525800.1,XP_025263985.1,0,1052,0,1052
XP_012525800.1,XP_025263987.1,0,1052,0,1052
XP_012525801.1,XP_011252555.1,0,1052,0,1052
XP_012525801.1,XP_011252557.1,0,1052,0,1052
XP_012525801.1,XP_011252558.1,0,1052,0,1052
XP_012525801.1,XP_011252559.1,0,1052,0,1052
XP_012525801.1,XP_011252562.1,0,1052,0,1052
XP_012525801.1,XP_011252563.1,0,1052,0,1052
XP_012525801.1,XP_025263985.1,0,1052,0,1052
XP_012525801.1,XP_025263987.1,0,1052,0,1052
XP_012525802.1,XP_011252555.1,0,1052,0,1052
XP_012525802.1,XP_011252557.1,0,1052,0,1052
XP_012525802.1,XP_011252558.1,0,1052,0,1052
XP_012525802.1,XP_011252559.1,0,1052,0,1052
XP_012525802.1,XP_011252562.1,0,1052,0,1052
XP_012525802.1,XP_011252563.1,0,1052,0,1052
XP_012525802.1,XP_025263985.1,0,1052,0,1052
XP_012525802.1,XP_025263987.1,0,1052,0,1052
XP_012525803.1,XP_011252555.1,0,1052,0,1052
XP_012525803.1,XP_011252557.1,0,1052,0,1052
XP_012525803.1,XP_011252558.1,0,1052,0,1052
XP_012525803.1,XP_011252559.1,0,1052,0,1052
XP_012525803.1,XP_011252562.1,0,1052,0,1052
XP_012525803.1,XP_011252563.1,0,1052,0,1052
XP_012525803.1,XP_025263985.1,0,1052,0,1052
XP_012525803.1,XP_025263987.1,0,1052,0,1052
XP_012525804.1,XP_011252555.1,0,1052,0,1052
XP_012525804.1,XP_011252557.1,0,1052,0,1052
XP_012525804.1,XP_011252558.1,0,1052,0,1052
XP_012525804.1,XP_011252559.1,0,1052,0,1052
XP_012525804.1,XP_011252562.1,0,1052,0,1052
XP_012525804.1,XP_011252563.1,0,1052,0,1052
XP_012525804.1,XP_025263985.1,0,1052,0,1052
XP_012525804.1,XP_025263987.1,0,1052,0,1052
XP_012525806.1,XP_011266997.1,3.00E-133,379,6.00E-135,384
XP_012525806.1,XP_019885090.1,8.00E-131,374,8.00E-131,374
XP_012525806.1,XP_025264563.1,4.00E-130,371,3.00E-130,371
XP_012525808.1,XP_011252565.2,0,943,0,976
XP_012525808.1,XP_011252566.2,0,949,0,980
XP_012525809.1,XP_011252564.1,6.00E-154,434,4.00E-162,455
XP_012525810.1,XP_011252544.1,7.00E-144,407,6.00E-144,407
XP_012525811.1,XP_019882019.2,0,1443,0,1420
XP_012525811.1,XP_019882020.2,0,1443,0,1420
XP_012525811.1,XP_019882022.2,0,1443,0,1420
XP_012525811.1,XP_019882023.2,0,1422,0,1398
XP_012525811.1,XP_019882026.2,0,1484,0,1461
XP_012525811.1,XP_019882027.2,0,1457,0,1434
XP_012525811.1,XP_025267037.1,0,1444,0,1420
XP_012525811.1,XP_025267038.1,0,1442,0,1420
XP_012525811.1,XP_025267039.1,0,1421,0,1397
XP_012525811.1,XP_025267040.1,0,1442,0,1420
XP_012525811.1,XP_025267041.1,0,1420,0,1396
XP_012525812.1,XP_019882019.2,0,1422,0,1398
XP_012525812.1,XP_019882020.2,0,1422,0,1398
XP_012525812.1,XP_019882022.2,0,1422,0,1398
XP_012525812.1,XP_019882023.2,0,1430,0,1405
XP_012525812.1,XP_019882026.2,0,1462,0,1440
XP_012525812.1,XP_019882027.2,0,1435,0,1412
XP_012525812.1,XP_025267037.1,0,1421,0,1397
XP_012525812.1,XP_025267038.1,0,1420,0,1397
XP_012525812.1,XP_025267039.1,0,1429,0,1403
XP_012525812.1,XP_025267040.1,0,1419,0,1397
XP_012525812.1,XP_025267041.1,0,1428,0,1404
XP_012525813.1,XP_019882019.2,0,1450,0,1427
XP_012525813.1,XP_019882020.2,0,1450,0,1427
XP_012525813.1,XP_019882022.2,0,1450,0,1427
XP_012525813.1,XP_019882023.2,0,1428,0,1405
XP_012525813.1,XP_019882026.2,0,1491,0,1470
XP_012525813.1,XP_019882027.2,0,1465,0,1441
XP_012525813.1,XP_025267037.1,0,1451,0,1426
XP_012525813.1,XP_025267038.1,0,1450,0,1425
XP_012525813.1,XP_025267039.1,0,1428,0,1404
XP_012525813.1,XP_025267040.1,0,1450,0,1427
XP_012525813.1,XP_025267041.1,0,1428,0,1403
XP_012525814.1,XP_019882019.2,0,1423,0,1399
XP_012525814.1,XP_019882020.2,0,1423,0,1399
XP_012525814.1,XP_019882022.2,0,1423,0,1399
XP_012525814.1,XP_019882023.2,0,1401,0,1376
XP_012525814.1,XP_019882026.2,0,1457,0,1434
XP_012525814.1,XP_019882027.2,0,1465,0,1442
XP_012525814.1,XP_025267037.1,0,1422,0,1400
XP_012525814.1,XP_025267038.1,0,1422,0,1398
XP_012525814.1,XP_025267039.1,0,1399,0,1378
XP_012525814.1,XP_025267040.1,0,1423,0,1400
XP_012525814.1,XP_025267041.1,0,1400,0,1375
XP_012525815.1,XP_019882019.2,0,1429,0,1405
XP_012525815.1,XP_019882020.2,0,1429,0,1405
XP_012525815.1,XP_019882022.2,0,1429,0,1405
XP_012525815.1,XP_019882023.2,0,1437,0,1412
XP_012525815.1,XP_019882026.2,0,1470,0,1448
XP_012525815.1,XP_019882027.2,0,1442,0,1419
XP_012525815.1,XP_025267037.1,0,1428,0,1404
XP_012525815.1,XP_025267038.1,0,1427,0,1403
XP_012525815.1,XP_025267039.1,0,1433,0,1410
XP_012525815.1,XP_025267040.1,0,1426,0,1405
XP_012525815.1,XP_025267041.1,0,1435,0,1410
XP_012525816.1,XP_019882028.1,0,1169,0,1169
XP_012525820.1,XP_011250572.1,0,1662,0,1652
XP_012525820.1,XP_011250573.1,0,1647,0,1637
XP_012525820.1,XP_011250575.1,0,1618,0,1606
XP_012525820.1,XP_011250576.1,0,1603,0,1592
XP_012525821.1,XP_011250572.1,0,1655,0,1645
XP_012525821.1,XP_011250573.1,0,1641,0,1630
XP_012525821.1,XP_011250575.1,0,1617,0,1606
XP_012525821.1,XP_011250576.1,0,1597,0,1584
XP_012525822.1,XP_011250572.1,0,1647,0,1637
XP_012525822.1,XP_011250573.1,0,1655,0,1642
XP_012525822.1,XP_011250575.1,0,1604,0,1592
XP_012525822.1,XP_011250576.1,0,1588,0,1575
XP_012525823.1,XP_011250572.1,0,1640,0,1630
XP_012525823.1,XP_011250573.1,0,1649,0,1636
XP_012525823.1,XP_011250575.1,0,1603,0,1592
XP_012525823.1,XP_011250576.1,0,1582,0,1570
XP_012525824.1,XP_011250572.1,0,1603,0,1590
XP_012525824.1,XP_011250573.1,0,1588,0,1575
XP_012525824.1,XP_011250575.1,0,1559,0,1548
XP_012525824.1,XP_011250576.1,0,1618,0,1605
XP_012525824.1,XP_025270719.1,0,1575,0,1562
XP_012525825.1,XP_011250573.1,0,1647,0,1647
XP_012525825.1,XP_011250577.1,0,1574,0,1561
XP_012525825.1,XP_011250578.1,0,1573,0,1562
XP_012525826.1,XP_011250573.1,0,1647,0,1647
XP_012525826.1,XP_011250577.1,0,1578,0,1568
XP_012525826.1,XP_011250578.1,0,1572,0,1561
XP_012525827.1,XP_011250579.1,0,1472,0,1460
XP_012525827.1,XP_011250580.1,0,1498,0,1498
XP_012525827.1,XP_025270720.1,0,1437,0,1437
XP_012525828.1,XP_011250579.1,0,1428,0,1415
XP_012525828.1,XP_011250580.1,0,1437,0,1425
XP_012525828.1,XP_025270720.1,0,1449,0,1449
XP_012525829.1,XP_011250571.1,6.00E-08,48.1,2.00E-08,49.7
XP_012525831.1,XP_011250581.1,7.00E-84,262,3.00E-90,279
XP_012525831.1,XP_011250582.1,9.00E-84,262,7.00E-90,278
XP_012525831.1,XP_011250583.1,6.00E-84,262,3.00E-90,279
XP_012525831.1,XP_011250584.1,5.00E-84,262,3.00E-90,279
XP_012525831.1,XP_011250585.1,8.00E-84,262,6.00E-90,278
XP_012525831.1,XP_011250586.1,1.00E-83,261,1.00E-89,277
XP_012525831.1,XP_011250588.1,1.00E-83,261,7.00E-90,278
XP_012525831.1,XP_011250590.1,2.00E-83,261,1.00E-89,278
XP_012525831.1,XP_025270723.1,5.00E-84,262,5.00E-90,278
XP_012525831.1,XP_025270724.1,6.00E-84,262,4.00E-90,279
XP_012525832.1,XP_011262206.2,0,4902,0,4912
XP_012525833.1,XP_011250591.1,2.00E-145,411,2.00E-145,411
XP_012525833.1,XP_011250592.1,6.00E-145,410,6.00E-145,410
XP_012525833.1,XP_011250595.1,3.00E-145,411,3.00E-145,411
XP_012525836.1,XP_011253301.1,0,1054,0,1030
XP_012525836.1,XP_011253302.1,0,1050,0,1025
XP_012525838.1,XP_011253301.1,0,1054,0,1030
XP_012525838.1,XP_011253302.1,0,1050,0,1025
XP_012525839.1,XP_011253301.1,0,1036,0,1011
XP_012525839.1,XP_011253302.1,0,1031,0,1007
XP_012525841.1,XP_011259303.1,1.00E-137,391,3.00E-138,393
XP_012525841.1,XP_025264469.1,6.00E-136,387,4.00E-128,367
XP_012525844.1,XP_011261020.1,6.00E-104,315,8.00E-100,304
XP_012525844.1,XP_025264456.1,6.00E-104,315,8.00E-100,304
XP_012525845.1,XP_019884371.1,0,1152,0,1134
XP_012525845.1,XP_025265424.1,0,1150,0,1134
XP_012525846.1,XP_025263198.1,0,2377,0,2350
XP_012525846.1,XP_025263199.1,0,2377,0,2350
XP_012525846.1,XP_025263200.1,0,2377,0,2350
XP_012525847.1,XP_025263198.1,0,2377,0,2350
XP_012525847.1,XP_025263199.1,0,2377,0,2350
XP_012525847.1,XP_025263200.1,0,2377,0,2350
XP_012525849.1,XP_011259320.1,0,872,0,848
XP_012525850.1,XP_011259320.1,0,872,0,848
XP_012525852.1,XP_011259321.1,0,1026,0,1026
XP_012525852.1,XP_025263203.1,0,1026,0,1026
XP_012525852.1,XP_025263204.1,0,1026,0,1026
XP_012525853.1,XP_011259321.1,0,1026,0,1026
XP_012525853.1,XP_025263203.1,0,1026,0,1026
XP_012525853.1,XP_025263204.1,0,1026,0,1026
XP_012525857.1,XP_011259318.1,1.00E-49,155,1.00E-49,155
XP_012525858.1,XP_011259318.1,7.00E-50,155,6.00E-50,155
XP_012525860.1,XP_011253446.1,0,1353,0,1353
XP_012525861.1,XP_011262857.1,0,951,0,951
XP_012525862.1,XP_011253445.1,0,524,0,525
XP_012525863.1,XP_011262858.1,8.00E-162,452,7.00E-162,452
XP_012525864.1,XP_011259324.1,0,1240,0,1255
XP_012525864.1,XP_025263207.1,0,1256,0,1271
XP_012525864.1,XP_025263209.1,0,1256,0,1271
XP_012525865.1,XP_011259324.1,0,1246,0,1259
XP_012525865.1,XP_025263207.1,0,1261,0,1275
XP_012525865.1,XP_025263209.1,0,1261,0,1275
XP_012525866.1,XP_011259324.1,0,1247,0,1263
XP_012525866.1,XP_025263207.1,0,1242,0,1256
XP_012525866.1,XP_025263209.1,0,1242,0,1256
XP_012525867.1,XP_011267633.1,1.00E-49,159,9.00E-47,150
XP_012525869.1,XP_011262208.1,1.00E-160,450,1.00E-160,450
XP_012525870.1,XP_011259324.1,0,1252,0,1268
XP_012525870.1,XP_025263207.1,0,1247,0,1260
XP_012525870.1,XP_025263209.1,0,1247,0,1260
XP_012525872.1,XP_011265341.1,0,1478,0,1465
XP_012525873.1,XP_011265340.1,0,611,0,568
XP_012525875.1,XP_025269646.1,0,917,0,917
XP_012525877.1,XP_011266030.1,0,1298,0,1298
XP_012525877.1,XP_025269686.1,0,1289,0,1289
XP_012525878.1,XP_011266030.1,0,1298,0,1298
XP_012525878.1,XP_025269686.1,0,1289,0,1289
XP_012525879.1,XP_011266032.1,0,913,0,942
XP_012525879.1,XP_011266034.1,0,913,0,942
XP_012525879.1,XP_011266035.1,0,913,0,942
XP_012525881.1,XP_011262211.1,0,1111,0,1088
XP_012525883.1,XP_011266037.1,2.00E-171,475,2.00E-171,475
XP_012525883.1,XP_011266039.1,8.00E-169,468,7.00E-169,468
XP_012525884.1,XP_011266037.1,1.00E-168,468,1.00E-168,468
XP_012525884.1,XP_011266039.1,2.00E-168,467,2.00E-168,467
XP_012525887.1,XP_011252256.1,0,556,0,577
XP_012525887.1,XP_019882340.1,0,556,0,577
XP_012525887.1,XP_025268924.1,0,556,0,577
XP_012525887.1,XP_025268925.1,0,556,0,577
XP_012525888.1,XP_011252256.1,0,556,0,577
XP_012525888.1,XP_019882340.1,0,556,0,577
XP_012525888.1,XP_025268924.1,0,556,0,577
XP_012525888.1,XP_025268925.1,0,556,0,577
XP_012525889.1,XP_011262211.1,0,1105,0,1082
XP_012525891.1,XP_011257982.1,0,598,0,582
XP_012525891.1,XP_011257983.1,0,598,0,582
XP_012525892.1,XP_011257982.1,0,598,0,582
XP_012525892.1,XP_011257983.1,0,598,0,582
XP_012525893.1,XP_011257982.1,0,598,0,582
XP_012525893.1,XP_011257983.1,0,598,0,582
XP_012525894.1,XP_011257982.1,0,598,0,582
XP_012525894.1,XP_011257983.1,0,598,0,582
XP_012525897.1,XP_011260282.1,0,2211,0,2211
XP_012525897.1,XP_011260283.1,0,2104,0,2104
XP_012525897.1,XP_011260284.1,0,2103,0,2103
XP_012525898.1,XP_011260282.1,0,2103,0,2103
XP_012525898.1,XP_011260283.1,0,2164,0,2164
XP_012525898.1,XP_011260284.1,0,2107,0,2107
XP_012525898.1,XP_011260285.1,0,2095,0,2095
XP_012525901.1,XP_011260307.1,0,1650,0,1650
XP_012525902.1,XP_011260307.1,0,1588,0,1588
XP_012525905.1,XP_011260307.1,0,1576,0,1576
XP_012525909.1,XP_011260288.1,0,831,0,831
XP_012525909.1,XP_011260289.1,0,830,0,830
XP_012525909.1,XP_011260290.1,0,830,0,830
XP_012525909.1,XP_019883818.1,0,830,0,830
XP_012525910.1,XP_025261969.1,2.00E-29,115,2.00E-29,115
XP_012525910.1,XP_025261970.1,2.00E-29,115,2.00E-29,115
XP_012525911.1,XP_011260288.1,0,831,0,831
XP_012525911.1,XP_011260289.1,0,830,0,830
XP_012525911.1,XP_011260290.1,0,830,0,830
XP_012525911.1,XP_019883818.1,0,830,0,830
XP_012525912.1,XP_011260288.1,0,831,0,831
XP_012525912.1,XP_011260289.1,0,830,0,830
XP_012525912.1,XP_011260290.1,0,830,0,830
XP_012525912.1,XP_019883818.1,0,830,0,830
XP_012525914.1,XP_011260288.1,0,831,0,831
XP_012525914.1,XP_011260289.1,0,830,0,830
XP_012525914.1,XP_011260290.1,0,830,0,830
XP_012525914.1,XP_019883818.1,0,830,0,830
XP_012525915.1,XP_011260288.1,0,831,0,831
XP_012525915.1,XP_011260289.1,0,830,0,830
XP_012525915.1,XP_011260290.1,0,830,0,830
XP_012525915.1,XP_019883818.1,0,830,0,830
XP_012525916.1,XP_011260281.1,0,743,0,743
XP_012525917.1,XP_011260281.1,0,743,0,743
XP_012525918.1,XP_011260281.1,0,743,0,743
XP_012525919.1,XP_011260292.1,0,643,0,635
XP_012525920.1,XP_019883811.1,3.00E-97,288,3.00E-97,288
XP_012525921.1,XP_019883824.1,1.00E-46,147,1.00E-46,147
XP_012525922.1,XP_011260274.1,0,937,0,937
XP_012525922.1,XP_011260275.1,0,937,0,937
XP_012525922.1,XP_011260277.1,0,897,0,897
XP_012525924.1,XP_011265520.2,0,1176,0,1173
XP_012525924.1,XP_011265523.2,0,1156,0,1153
XP_012525925.1,XP_011260293.1,1.00E-145,409,1.00E-145,409
XP_012525926.1,XP_011260295.1,1.00E-127,360,9.00E-128,360
XP_012525928.1,XP_011260279.1,0,618,0,618
XP_012525932.1,XP_011263182.1,0,805,0,805
XP_012525932.1,XP_011263183.1,0,805,0,805
XP_012525932.1,XP_011263184.1,0,805,0,805
XP_012525933.1,XP_011259226.1,0,2893,0,2942
XP_012525934.1,XP_011259226.1,0,2895,0,2945
XP_012525935.1,XP_011259226.1,0,2816,0,2866
XP_012525936.1,XP_011259226.1,0,2798,0,2848
XP_012525937.1,XP_011259226.1,0,2869,0,2917
XP_012525938.1,XP_011259226.1,0,2895,0,2940
XP_012525939.1,XP_011259225.1,0,3467,0,3556
XP_012525939.1,XP_025269487.1,0,3467,0,3556
XP_012525939.1,XP_025269488.1,0,3393,0,3480
XP_012525939.1,XP_025269489.1,0,3375,0,3464
XP_012525939.1,XP_025269490.1,0,3349,0,3440
XP_012525939.1,XP_025269491.1,0,3349,0,3440
XP_012525940.1,XP_011259226.1,0,2928,0,2990
XP_012525942.1,XP_011263182.1,0,811,0,811
XP_012525942.1,XP_011263183.1,0,811,0,811
XP_012525942.1,XP_011263184.1,0,811,0,811
XP_012525944.1,XP_011259217.1,0,1157,0,1139
XP_012525944.1,XP_025269536.1,0,1152,0,1134
XP_012525946.1,XP_011259218.1,0,1043,0,1043
XP_012525947.1,XP_011259218.1,0,1043,0,1043
XP_012525948.1,XP_025264418.1,1.00E-157,443,1.00E-155,437
XP_012525949.1,XP_011259001.1,4.00E-50,162,7.00E-50,161
XP_012525949.1,XP_011259009.1,4.00E-50,162,7.00E-50,161
XP_012525951.1,XP_011263182.1,0,811,0,811
XP_012525951.1,XP_011263183.1,0,811,0,811
XP_012525951.1,XP_011263184.1,0,811,0,811
XP_012525952.1,XP_011258989.1,0,1722,0,1732
XP_012525954.1,XP_011258804.1,0,3413,0,3413
XP_012525954.1,XP_011258812.1,0,3413,0,3413
XP_012525954.1,XP_011258821.1,0,3413,0,3413
XP_012525954.1,XP_011258829.1,0,3413,0,3413
XP_012525954.1,XP_011258839.1,0,3409,0,3409
XP_012525954.1,XP_011258850.1,0,3407,0,3407
XP_012525954.1,XP_011258858.1,0,3407,0,3407
XP_012525954.1,XP_011258867.1,0,3418,0,3418
XP_012525954.1,XP_011258876.1,0,3401,0,3401
XP_012525954.1,XP_011258890.1,0,3411,0,3411
XP_012525954.1,XP_011258900.1,0,3391,0,3391
XP_012525954.1,XP_011258908.1,0,3387,0,3387
XP_012525954.1,XP_011258917.1,0,3387,0,3387
XP_012525954.1,XP_011258926.1,0,3425,0,3425
XP_012525954.1,XP_011258936.1,0,3432,0,3432
XP_012525954.1,XP_019883623.1,0,3420,0,3420
XP_012525954.1,XP_025264392.1,0,3412,0,3412
XP_012525954.1,XP_025264393.1,0,3404,0,3404
XP_012525954.1,XP_025264394.1,0,3379,0,3379
XP_012525954.1,XP_025264395.1,0,3430,0,3430
XP_012525954.1,XP_025264396.1,0,3419,0,3419
XP_012525956.1,XP_011258753.1,0,844,0,866
XP_012525956.1,XP_011258763.1,0,844,0,866
XP_012525957.1,XP_011258772.1,0,750,0,750
XP_012525957.1,XP_011258781.1,0,727,0,754
XP_012525958.1,XP_011259045.1,0,651,0,651
XP_012525959.1,XP_011259066.1,4.00E-162,457,4.00E-162,457
XP_012525960.1,XP_011259023.1,0,800,0,811
XP_012525960.1,XP_011259032.1,0,800,0,811
XP_012525961.1,XP_011259023.1,0,800,0,811
XP_012525961.1,XP_011259032.1,0,800,0,811
XP_012525962.1,XP_011258796.2,9.00E-147,412,8.00E-147,412
XP_012525963.1,XP_011263181.1,0,769,0,769
XP_012525964.1,XP_011262586.1,0,951,0,966
XP_012525964.1,XP_011262587.1,0,956,0,972
XP_012525966.1,XP_011269912.1,0,1077,0,1077
XP_012525967.1,XP_011269912.1,0,1077,0,1077
XP_012525968.1,XP_011269913.1,0,872,0,874
XP_012525968.1,XP_011269914.1,0,872,0,874
XP_012525968.1,XP_019885658.1,0,872,0,874
XP_012525968.1,XP_019885659.1,0,872,0,874
XP_012525969.1,XP_011269913.1,0,872,0,874
XP_012525969.1,XP_011269914.1,0,872,0,874
XP_012525969.1,XP_019885658.1,0,872,0,874
XP_012525969.1,XP_019885659.1,0,872,0,874
XP_012525970.1,XP_011269913.1,0,872,0,874
XP_012525970.1,XP_011269914.1,0,872,0,874
XP_012525970.1,XP_019885658.1,0,872,0,874
XP_012525970.1,XP_019885659.1,0,872,0,874
XP_012525971.1,XP_011269913.1,0,872,0,874
XP_012525971.1,XP_011269914.1,0,872,0,874
XP_012525971.1,XP_019885658.1,0,872,0,874
XP_012525971.1,XP_019885659.1,0,872,0,874
XP_012525972.1,XP_011269915.1,2.00E-135,381,2.00E-135,381
