agam,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_308086.3,XP_019882849.1,1.00E-161,457,6.00E-162,457
XP_308092.4,XP_019885415.1,6.00E-124,391,2.00E-124,391
XP_308101.3,XP_011264671.1,8.00E-140,398,3.00E-141,401
XP_308102.4,XP_025267248.1,0,3963,0,3917
XP_308102.4,XP_025267249.1,0,3963,0,3917
XP_308102.4,XP_025267250.1,0,3969,0,3922
XP_308102.4,XP_025267251.1,0,3972,0,3925
XP_308102.4,XP_025267252.1,0,3976,0,3932
XP_308102.4,XP_025267253.1,0,3960,0,3915
XP_308102.4,XP_025267254.1,0,3964,0,3915
XP_308102.4,XP_025267255.1,0,3964,0,3916
XP_308102.4,XP_025267256.1,0,3967,0,3896
XP_308102.4,XP_025267257.1,0,3933,0,3887
XP_308108.5,XP_011255259.2,0,1591,0,2123
XP_308109.5,XP_011255469.1,3.00E-37,129,2.00E-42,141
XP_308110.4,XP_011250841.1,0,623,0,623
XP_308115.5,XP_025265319.1,0,810,0,811
XP_308115.5,XP_025265320.1,0,810,0,811
XP_308115.5,XP_025265321.1,0,810,0,811
XP_308115.5,XP_025265322.1,0,810,0,811
XP_308115.5,XP_025265323.1,0,810,0,811
XP_308115.5,XP_025265324.1,0,810,0,811
XP_308115.5,XP_025265325.1,0,815,0,817
XP_308115.5,XP_025265326.1,0,811,0,812
XP_308115.5,XP_025265327.1,0,816,0,818
XP_308116.4,XP_011263626.2,5.00E-152,456,9.00E-155,462
XP_308116.4,XP_011263627.2,5.00E-152,456,9.00E-155,462
XP_308116.4,XP_011263628.2,5.00E-152,456,9.00E-155,462
XP_308116.4,XP_011263629.2,5.00E-152,456,9.00E-155,462
XP_308116.4,XP_025262873.1,1.00E-154,476,5.00E-157,482
XP_308117.4,XP_011251707.1,1.00E-171,483,5.00E-172,483
XP_308118.2,XP_011257202.1,0,515,0,515
XP_308118.2,XP_011257203.1,0,515,0,515
XP_308120.4,XP_025262870.1,0,624,0,607
XP_308120.4,XP_025262872.1,0,624,0,607
XP_308121.5,XP_025262864.1,0,706,0,711
XP_308121.5,XP_025262865.1,0,706,0,711
XP_308121.5,XP_025262866.1,0,712,0,717
XP_308124.5,XP_011255287.2,1.00E-39,152,5.00E-40,152
XP_308124.5,XP_025267347.1,3.00E-39,151,2.00E-43,162
XP_308125.5,XP_011266077.1,0,606,0,605
XP_308132.2,XP_011258972.1,2.00E-16,70.5,7.00E-25,91.7
XP_308135.4,XP_011253129.1,4.00E-142,428,1.00E-140,423
XP_308137.4,XP_011251244.1,0,588,0,588
XP_308137.4,XP_011251245.1,0,588,0,588
XP_308137.4,XP_011251246.1,0,587,0,587
XP_308147.4,XP_011252737.1,0,528,0,537
XP_308147.4,XP_019882447.1,0,528,0,537
XP_308148.3,XP_025264252.1,0,888,0,888
XP_308149.4,XP_011258663.3,0,1174,0,1163
XP_308150.3,XP_011252370.1,0,1205,0,1181
XP_308150.3,XP_025266001.1,0,1169,0,1176
XP_308151.4,XP_011250478.1,5.00E-122,395,2.00E-118,385
XP_308151.4,XP_011250487.1,5.00E-122,395,2.00E-118,385
XP_308151.4,XP_011250491.1,5.00E-122,395,2.00E-118,385
XP_308151.4,XP_019885638.1,5.00E-122,395,2.00E-118,385
XP_308155.2,XP_011256802.1,2.00E-117,340,7.00E-118,340
XP_308161.4,XP_011261057.1,0,786,0,802
XP_308161.4,XP_011261058.1,0,791,0,807
XP_308161.4,XP_011261059.1,0,786,0,802
XP_308161.4,XP_019883986.1,0,808,0,821
XP_308162.3,XP_011253956.1,2.00E-53,179,9.00E-54,179
XP_308162.3,XP_011253957.1,5.00E-54,179,2.00E-54,179
XP_308162.3,XP_011253958.1,6.00E-54,179,2.00E-54,179
XP_308162.3,XP_025271350.1,2.00E-53,179,8.00E-54,179
XP_308163.4,XP_011267778.1,9.00E-135,392,2.00E-126,370
XP_308163.4,XP_011267779.1,8.00E-132,383,1.00E-123,362
XP_308164.4,XP_011256220.1,0,665,0,634
XP_308164.4,XP_011256222.1,0,665,0,634
XP_308164.4,XP_011256224.1,0,665,0,634
XP_308164.4,XP_011256225.1,0,665,0,634
XP_308164.4,XP_011256227.1,0,665,0,633
XP_308164.4,XP_019883068.1,0,665,0,634
XP_308164.4,XP_025262654.1,0,665,0,634
XP_308164.4,XP_025262655.1,0,664,0,634
XP_308170.4,XP_025263958.1,0,835,0,835
XP_308171.3,XP_025267488.1,1.00E-65,211,6.00E-66,211
XP_308172.4,XP_011258424.1,5.00E-165,481,3.00E-164,478
XP_308174.2,XP_025263364.1,0,638,0,638
XP_308175.3,XP_011259060.1,1.00E-80,250,5.00E-81,250
XP_308181.4,XP_025268831.1,0,688,0,682
XP_308181.4,XP_025268832.1,0,689,0,682
XP_308181.4,XP_025268833.1,0,691,0,682
XP_308184.4,XP_011266787.1,0,517,0,517
XP_308185.4,XP_011250638.1,3.00E-80,258,2.00E-80,258
XP_308185.4,XP_011250639.1,2.00E-83,266,7.00E-84,266
XP_308185.4,XP_011250640.1,2.00E-80,257,1.00E-80,257
XP_308185.4,XP_011250643.1,2.00E-80,257,1.00E-80,257
XP_308187.4,XP_011260288.1,4.00E-131,390,2.00E-131,390
XP_308187.4,XP_011260289.1,3.00E-131,391,1.00E-131,391
XP_308187.4,XP_011260290.1,3.00E-131,391,1.00E-131,391
XP_308187.4,XP_019883818.1,3.00E-131,391,1.00E-131,391
XP_308188.4,XP_011267365.1,0,1116,0,1114
XP_308188.4,XP_011267366.1,0,1118,0,1116
XP_308189.4,XP_011259923.1,0,572,0,562
XP_308189.4,XP_011259924.1,0,572,0,562
XP_308189.4,XP_011259926.1,0,572,0,562
XP_308189.4,XP_011259927.1,0,572,0,562
XP_308189.4,XP_011259928.1,0,572,0,562
XP_308189.4,XP_011259929.1,0,572,0,562
XP_308189.4,XP_011259930.1,0,571,0,563
XP_308189.4,XP_011259931.1,0,573,0,565
XP_308189.4,XP_011259932.1,0,578,0,570
XP_308189.4,XP_025262543.1,0,572,0,562
XP_308189.4,XP_025262564.1,0,572,0,562
XP_308193.4,XP_011255204.1,4.00E-52,179,2.00E-52,179
XP_308196.4,XP_025268326.1,0,4844,0,4816
XP_308197.4,XP_011250716.1,2.00E-148,427,8.00E-149,427
XP_308197.4,XP_011250717.1,2.00E-148,427,8.00E-149,427
XP_308198.5,XP_011265089.1,0,688,0,688
XP_308198.5,XP_011265097.1,0,688,0,688
XP_308198.5,XP_011265103.1,0,688,0,688
XP_308198.5,XP_025269422.1,0,688,0,688
XP_308198.5,XP_025269423.1,0,681,0,681
XP_308200.3,XP_011268295.1,1.00E-96,287,6.00E-97,287
XP_308202.3,XP_011257361.1,4.00E-112,329,2.00E-112,329
XP_308202.3,XP_011257362.1,5.00E-112,328,2.00E-112,328
XP_308203.4,XP_011260358.2,0,615,0,615
XP_308204.3,XP_011260973.1,3.00E-97,286,1.00E-97,286
XP_308205.4,XP_011260974.1,8.00E-65,210,6.00E-65,209
XP_308207.2,XP_011260974.1,3.00E-62,201,2.00E-62,201
XP_308209.4,XP_011268611.2,0,798,0,768
XP_308209.4,XP_025270898.1,0,798,0,768
XP_308209.4,XP_025270899.1,0,798,0,769
XP_308210.3,XP_011265694.1,0,592,0,603
XP_308210.3,XP_011265695.1,0,575,0,586
XP_308211.5,XP_025264528.1,5.00E-77,268,5.00E-82,280
XP_308211.5,XP_025264530.1,1.00E-81,280,2.00E-87,295
XP_308212.3,XP_011267795.1,1.00E-81,254,3.00E-80,250
XP_308212.3,XP_011267796.1,1.00E-81,254,3.00E-80,250
XP_308213.3,XP_011254064.1,7.00E-45,154,2.00E-44,152
XP_308215.4,XP_025264078.1,7.00E-84,278,3.00E-86,284
XP_308216.2,XP_011254060.1,3.00E-122,352,5.00E-123,353
XP_308216.2,XP_011254061.1,4.00E-123,353,2.00E-123,353
XP_308216.2,XP_025264086.1,2.00E-122,355,5.00E-123,356
XP_308217.4,XP_011264048.1,9.00E-155,442,4.00E-154,439
XP_308218.4,XP_011255657.1,9.00E-55,182,1.00E-58,191
XP_308224.3,XP_011250878.1,1.00E-83,255,2.00E-83,254
XP_308231.4,XP_011269845.1,3.00E-152,459,6.00E-160,478
XP_308236.4,XP_011261682.1,0,577,0,559
XP_308236.4,XP_025266228.1,0,577,0,559
XP_308237.4,XP_011253114.1,0,653,0,638
XP_308239.4,XP_019883053.2,0,740,0,731
XP_308239.4,XP_025269696.1,0,741,0,733
XP_308239.4,XP_025269697.1,0,743,0,736
XP_308240.3,XP_025262486.1,0,1654,0,1659
XP_308243.4,XP_011269493.1,3.00E-51,194,2.00E-55,205
XP_308247.4,XP_025263488.1,1.00E-30,113,6.00E-31,113
XP_308248.4,XP_011264209.1,0,861,0,868
XP_308248.4,XP_011264210.1,0,863,0,871
XP_308248.4,XP_011264212.1,0,846,0,852
XP_308248.4,XP_011264213.1,0,868,0,875
XP_308248.4,XP_011264214.1,0,875,0,884
XP_308250.4,XP_025271274.1,5.00E-90,295,1.00E-90,295
XP_308251.4,XP_025263630.1,5.00E-79,241,5.00E-82,248
XP_308251.4,XP_025263631.1,8.00E-84,252,8.00E-87,259
XP_308252.4,XP_011269558.1,0,673,0,673
XP_308253.4,XP_011266910.1,2.00E-10,60.1,1.00E-12,64.7
XP_308255.4,XP_025266984.1,0,578,4.00E-164,523
XP_308255.4,XP_025266985.1,3.00E-175,553,9.00E-164,522
XP_308256.3,XP_011267383.1,0,540,1.00E-179,529
XP_308256.3,XP_025268026.1,0,532,8.00E-177,521
XP_308256.3,XP_025268027.1,0,532,8.00E-177,521
XP_308258.2,XP_025263834.1,3.00E-44,140,1.00E-44,140
XP_308258.2,XP_025263835.1,3.00E-44,140,1.00E-44,140
XP_308258.2,XP_025263836.1,3.00E-44,140,1.00E-44,140
XP_308258.2,XP_025263837.1,3.00E-44,140,1.00E-44,140
XP_308259.3,XP_011250559.1,7.00E-66,214,3.00E-68,219
XP_308265.4,XP_011267519.1,1.00E-80,261,6.00E-81,261
XP_308266.4,XP_011264166.1,4.00E-92,296,2.00E-92,296
XP_308267.3,XP_025266125.1,0,1046,0,1039
XP_308267.3,XP_025266126.1,0,1046,0,1039
XP_308267.3,XP_025266127.1,0,1051,0,1045
XP_308268.3,XP_011261053.1,1.00E-95,295,4.00E-96,295
XP_308272.4,XP_025263540.1,0,730,0,713
XP_308273.4,XP_011253261.1,6.00E-119,346,1.00E-119,347
XP_308273.4,XP_011253271.1,3.00E-121,352,9.00E-122,352
XP_308274.3,XP_011258436.1,2.00E-32,126,4.00E-33,126
XP_308277.4,XP_011264537.2,0,682,0,676
XP_308277.4,XP_011264538.2,0,696,0,689
XP_308277.4,XP_011264539.2,0,682,0,677
XP_308277.4,XP_011264540.2,0,694,0,689
XP_308277.4,XP_011264543.2,0,672,0,671
XP_308277.4,XP_011264544.2,0,672,0,671
XP_308277.4,XP_019884672.2,0,673,0,672
XP_308277.4,XP_025263988.1,0,682,0,676
XP_308277.4,XP_025263989.1,0,682,0,676
XP_308278.3,XP_011258193.1,2.00E-17,78.2,8.00E-18,78.2
XP_308279.2,XP_011261605.2,0,549,0,551
XP_308279.2,XP_011261609.1,0,541,0,527
XP_308280.4,XP_011262986.1,0,2329,0,2203
XP_308280.4,XP_011262987.1,0,2326,0,2203
XP_308280.4,XP_011262988.1,0,2336,0,2210
XP_308280.4,XP_011262989.1,0,2330,0,2202
XP_308281.2,XP_011258562.1,2.00E-08,50.8,6.00E-09,51.2
XP_308281.2,XP_019883545.1,2.00E-08,50.8,6.00E-09,51.2
XP_308285.3,XP_011258543.1,0,704,0,704
XP_308293.4,XP_025266049.1,0,534,0,534
XP_308294.3,XP_011255380.1,3.00E-93,274,1.00E-93,274
XP_308295.3,XP_025267282.1,1.00E-53,193,7.00E-54,193
XP_308296.3,XP_011265469.1,0,769,0,756
XP_308297.3,XP_019883831.1,1.00E-27,103,6.00E-28,103
XP_308297.3,XP_025268484.1,2.00E-28,105,8.00E-29,105
XP_308299.2,XP_011260750.1,6.00E-58,181,3.00E-58,181
XP_308300.3,XP_011268294.1,1.00E-40,135,4.00E-41,135
XP_308306.4,XP_011269104.1,0,563,0,561
XP_308307.3,XP_011265584.2,1.00E-99,297,5.00E-102,302
XP_308308.4,XP_011256217.1,0,560,0,542
XP_308308.4,XP_011256218.1,0,558,0,542
XP_308309.3,XP_011269407.1,1.00E-34,123,6.00E-35,123
XP_308309.3,XP_011269409.1,1.00E-34,123,6.00E-35,123
XP_308309.3,XP_025270650.1,1.00E-34,123,6.00E-35,123
XP_308309.3,XP_025270651.1,1.00E-34,123,6.00E-35,123
XP_308309.3,XP_025270652.1,1.00E-34,123,6.00E-35,123
XP_308309.3,XP_025270653.1,1.00E-34,123,6.00E-35,123
XP_308312.4,XP_011262616.1,0,7149,0,7121
XP_308314.4,XP_011262616.1,0,7204,0,7184
XP_308324.3,XP_025261767.1,5.00E-11,55.8,2.00E-11,55.8
XP_308325.4,XP_011256348.1,1.00E-32,123,1.00E-31,119
XP_308325.4,XP_011256349.1,1.00E-32,123,8.00E-32,119
XP_308325.4,XP_011256350.1,9.00E-33,123,5.00E-32,119
XP_308325.4,XP_025262114.1,1.00E-32,123,8.00E-32,119
XP_308326.4,XP_011258621.1,7.00E-43,155,5.00E-46,162
XP_308327.4,XP_011260769.1,2.00E-93,287,7.00E-94,287
XP_308328.4,XP_019884892.2,4.00E-122,375,3.00E-122,375
XP_308328.4,XP_025263546.1,4.00E-122,375,3.00E-122,375
XP_308328.4,XP_025263547.1,4.00E-122,375,3.00E-122,375
XP_308328.4,XP_025263548.1,3.00E-123,376,1.00E-123,375
XP_308332.3,XP_011255969.1,4.00E-104,307,2.00E-100,297
XP_308333.4,XP_011254042.1,0,1770,0,1775
XP_308333.4,XP_011254043.1,0,1770,0,1775
XP_308333.4,XP_011254044.1,0,1770,0,1775
XP_308333.4,XP_011254045.1,0,1806,0,1808
XP_308333.4,XP_025264043.1,0,1749,0,1753
XP_308335.3,XP_019882322.1,2.00E-153,461,3.00E-153,460
XP_308337.2,XP_011258986.1,4.00E-87,266,2.00E-87,266
XP_308338.4,XP_011262882.1,9.00E-178,525,0,542
XP_308343.4,XP_011267845.1,3.00E-118,394,6.00E-112,376
XP_308343.4,XP_011267846.1,3.00E-118,394,6.00E-112,376
XP_308350.2,XP_011269784.1,0,528,0,528
XP_308352.4,XP_011252065.1,2.00E-37,128,9.00E-38,128
XP_308353.2,XP_011260647.2,0,905,0,916
XP_308355.3,XP_019882760.2,0,3104,0,3071
XP_308355.3,XP_025266195.1,0,3094,0,3065
XP_308355.3,XP_025266196.1,0,3097,0,3063
XP_308355.3,XP_025266197.1,0,3076,0,3046
XP_308355.3,XP_025266198.1,0,3077,0,3043
XP_308356.2,XP_011250498.1,3.00E-132,373,1.00E-132,373
XP_308356.2,XP_011250499.1,3.00E-132,373,1.00E-132,373
XP_308358.4,XP_019883752.2,9.00E-128,372,3.00E-128,372
XP_308358.4,XP_025263859.1,9.00E-128,372,3.00E-128,372
XP_308365.4,XP_011260646.1,0,835,0,822
XP_308366.3,XP_011260644.1,0,701,0,704
XP_308366.3,XP_011260645.1,0,701,0,704
XP_308366.3,XP_025268387.1,0,702,0,705
XP_308367.4,XP_025264249.1,6.00E-89,312,1.00E-89,313
XP_308369.3,XP_011269027.1,3.00E-135,401,1.00E-135,401
XP_308370.4,XP_011266002.1,0,536,0,536
XP_308370.4,XP_019884913.1,0,536,0,536
XP_308375.4,XP_011258981.1,1.00E-65,201,6.00E-70,211
XP_308376.4,XP_011255137.1,8.00E-173,491,7.00E-174,492
XP_308378.4,XP_011265407.1,0,868,0,837
XP_308379.4,XP_025268365.1,3.00E-94,306,6.00E-101,323
XP_308381.4,XP_025267284.1,0,709,0,728
XP_308381.4,XP_025267285.1,0,708,0,726
XP_308382.3,XP_019884928.1,2.00E-58,193,8.00E-59,193
XP_308382.3,XP_025269682.1,2.00E-58,193,8.00E-59,193
XP_308383.2,XP_011265046.1,7.00E-28,99,3.00E-28,99
XP_308385.3,XP_011255045.2,4.00E-35,144,9.00E-40,157
XP_308388.3,XP_011254220.1,1.00E-82,246,6.00E-83,246
XP_308388.3,XP_019882779.1,3.00E-79,238,1.00E-79,238
XP_308390.4,XP_011254200.2,2.00E-127,382,8.00E-128,382
XP_308390.4,XP_011256038.2,3.00E-122,369,1.00E-122,369
XP_308390.4,XP_025264104.1,2.00E-121,367,1.00E-121,367
XP_308390.4,XP_025264105.1,2.00E-121,367,1.00E-121,367
XP_308391.3,XP_025263816.1,3.00E-130,407,4.00E-130,405
XP_308395.4,XP_011257540.3,0,529,0,529
XP_308396.4,XP_011258579.1,4.00E-71,221,1.00E-71,221
XP_308396.4,XP_011258581.1,4.00E-71,221,1.00E-71,221
XP_308396.4,XP_011258582.1,4.00E-71,221,1.00E-71,221
XP_308396.4,XP_025263946.1,4.00E-71,221,1.00E-71,221
XP_308397.4,XP_011252940.2,6.00E-101,300,5.00E-108,317
XP_308397.4,XP_025270566.1,1.00E-95,287,2.00E-101,300
XP_308397.4,XP_025270588.1,6.00E-101,300,5.00E-108,317
XP_308398.3,XP_011258116.2,0,3076,0,3135
XP_308398.3,XP_011258117.2,0,3083,0,3144
XP_308398.3,XP_011258118.2,0,3076,0,3138
XP_308398.3,XP_011258119.2,0,3076,0,3138
XP_308398.3,XP_011258120.2,0,3076,0,3138
XP_308405.3,XP_011264067.1,4.00E-34,115,2.00E-34,115
XP_308405.3,XP_011264068.1,7.00E-34,114,3.00E-34,114
XP_308406.4,XP_025270635.1,7.00E-86,282,2.00E-88,288
XP_308414.4,XP_011269429.1,1.00E-162,506,2.00E-159,497
XP_308414.4,XP_011269430.1,1.00E-162,506,2.00E-159,497
XP_308414.4,XP_011269431.1,1.00E-162,506,2.00E-159,497
XP_308418.4,XP_011251332.1,5.00E-147,425,8.00E-147,424
XP_308419.4,XP_011265625.1,9.00E-69,225,3.00E-67,220
XP_308419.4,XP_011265626.1,9.00E-69,225,3.00E-67,220
XP_308420.3,XP_011255418.1,2.00E-36,133,2.00E-40,143
XP_308422.4,XP_011267237.1,0,545,0,533
XP_308422.4,XP_011267238.1,0,545,0,533
XP_308422.4,XP_011267241.1,0,545,0,533
XP_308422.4,XP_019885144.1,0,545,0,533
XP_308429.3,XP_011257367.1,0,848,0,861
XP_308429.3,XP_011257368.1,0,848,0,861
XP_308429.3,XP_011257369.1,0,848,0,861
XP_308429.3,XP_011269702.1,0,882,0,895
XP_308429.3,XP_011269703.1,0,882,0,895
XP_308432.4,XP_011255199.1,4.00E-87,273,2.00E-87,273
XP_308432.4,XP_011255200.1,3.00E-87,274,1.00E-87,274
XP_308432.4,XP_011255201.1,3.00E-87,273,1.00E-87,273
XP_308432.4,XP_011255202.1,3.00E-87,273,1.00E-87,273
XP_308433.4,XP_011266996.1,7.00E-113,353,2.00E-120,372
XP_308435.3,XP_011251088.1,3.00E-46,159,1.00E-46,159
XP_308437.4,XP_011252572.2,2.00E-134,437,1.00E-134,437
XP_308438.4,XP_011255454.1,1.00E-72,243,5.00E-70,234
XP_308440.2,XP_011260537.1,2.00E-116,333,1.00E-116,333
XP_308441.4,XP_011254562.1,5.00E-60,190,2.00E-60,190
XP_308441.4,XP_025267316.1,1.00E-60,190,5.00E-61,190
XP_308442.4,XP_011264466.1,5.00E-99,320,8.00E-99,318
XP_308445.4,XP_011268845.1,1.00E-172,495,1.00E-175,502
XP_308447.4,XP_025269965.1,6.00E-113,365,5.00E-112,362
XP_308448.2,XP_011262282.2,1.00E-40,137,6.00E-41,137
XP_308449.4,XP_011257744.1,0,541,0,567
XP_308452.4,XP_011264578.1,0,579,0,579
XP_308453.3,XP_011264575.1,1.00E-62,196,5.00E-63,196
XP_308458.4,XP_011258724.2,1.00E-143,431,4.00E-144,431
XP_308460.4,XP_011268125.1,3.00E-100,298,1.00E-100,298
XP_308460.4,XP_011268126.1,3.00E-100,298,1.00E-100,298
XP_308460.4,XP_025269317.1,3.00E-100,298,1.00E-100,298
XP_308462.4,XP_011259116.2,0,939,0,938
XP_308462.4,XP_011259125.2,0,939,0,938
XP_308467.4,XP_011262169.1,6.00E-66,224,2.00E-68,229
XP_308467.4,XP_011262170.1,6.00E-66,224,2.00E-68,229
XP_308468.3,XP_011262836.1,1.00E-67,207,4.00E-68,207
XP_308469.4,XP_011268162.2,0,875,0,887
XP_308469.4,XP_025269326.1,0,875,0,887
XP_308469.4,XP_025269327.1,0,880,0,891
XP_308469.4,XP_025269328.1,0,875,0,887
XP_308469.4,XP_025269329.1,0,875,0,885
XP_308469.4,XP_025269330.1,0,876,0,887
XP_308469.4,XP_025269331.1,0,877,0,887
XP_308469.4,XP_025269332.1,0,872,0,881
XP_308470.4,XP_011256133.1,0,889,0,905
XP_308471.3,XP_011259920.1,9.00E-130,377,4.00E-130,377
XP_308471.3,XP_011259921.1,9.00E-130,377,4.00E-130,377
XP_308480.4,XP_011268528.1,2.00E-138,414,1.00E-138,414
XP_308485.4,XP_019882019.2,0,1054,0,1056
XP_308485.4,XP_019882020.2,0,1054,0,1056
XP_308485.4,XP_019882022.2,0,1054,0,1056
XP_308485.4,XP_019882023.2,0,1056,0,1058
XP_308485.4,XP_019882026.2,0,1053,0,1056
XP_308485.4,XP_019882027.2,0,1053,0,1056
XP_308485.4,XP_019882028.1,0,1055,0,1055
XP_308485.4,XP_019882029.1,0,1043,0,1043
XP_308485.4,XP_025267037.1,0,1053,0,1056
XP_308485.4,XP_025267038.1,0,1053,0,1055
XP_308485.4,XP_025267039.1,0,1054,0,1057
XP_308485.4,XP_025267040.1,0,1053,0,1055
XP_308485.4,XP_025267041.1,0,1055,0,1057
XP_308486.4,XP_019882019.2,0,1069,0,1070
XP_308486.4,XP_019882020.2,0,1069,0,1070
XP_308486.4,XP_019882022.2,0,1069,0,1070
XP_308486.4,XP_019882023.2,0,1071,0,1072
XP_308486.4,XP_019882026.2,0,1070,0,1072
XP_308486.4,XP_019882027.2,0,1069,0,1072
XP_308486.4,XP_019882028.1,0,1054,0,1054
XP_308486.4,XP_019882029.1,0,1042,0,1040
XP_308486.4,XP_025267037.1,0,1068,0,1071
XP_308486.4,XP_025267038.1,0,1068,0,1070
XP_308486.4,XP_025267039.1,0,1070,0,1073
XP_308486.4,XP_025267040.1,0,1066,0,1070
XP_308486.4,XP_025267041.1,0,1070,0,1071
XP_308487.3,XP_011252825.1,3.00E-85,251,3.00E-78,232
XP_308487.3,XP_011252826.1,2.00E-85,251,2.00E-78,232
XP_308488.4,XP_025266382.1,1.00E-107,337,2.00E-109,341
XP_308495.3,XP_011251049.2,2.00E-103,317,6.00E-104,317
XP_308496.4,XP_011259884.1,0,631,0,616
XP_308496.4,XP_011259885.1,0,631,0,616
XP_308497.4,XP_011259580.1,0,836,0,860
XP_308497.4,XP_011259586.1,0,828,0,851
XP_308499.3,XP_011265617.1,5.00E-32,119,2.00E-30,114
XP_308500.3,XP_011269228.1,6.00E-48,154,2.00E-49,157
XP_308500.3,XP_011269229.1,5.00E-48,154,8.00E-50,157
XP_308500.3,XP_025270864.1,6.00E-48,154,2.00E-49,157
XP_308512.4,XP_011254577.1,3.00E-155,439,3.00E-149,423
XP_308512.4,XP_011254578.1,3.00E-155,439,3.00E-149,423
XP_308516.1,XP_011260539.1,4.00E-140,395,2.00E-140,395
XP_308519.3,XP_011260535.1,0,821,0,806
XP_308521.3,XP_011260536.1,0,678,0,678
XP_308522.4,XP_025265783.1,1.00E-127,391,7.00E-125,383
XP_308524.4,XP_011264217.1,6.00E-44,147,2.00E-44,147
XP_308525.2,XP_011264229.1,4.00E-44,144,2.00E-44,144
XP_308526.4,XP_011252395.2,1.00E-122,402,3.00E-133,430
XP_308527.5,XP_011252804.1,8.00E-64,211,1.00E-58,197
XP_308527.5,XP_011252805.1,2.00E-63,211,3.00E-58,196
XP_308531.3,XP_011268120.1,2.00E-83,252,7.00E-84,252
XP_308531.3,XP_011268122.1,2.00E-83,252,7.00E-84,252
XP_308531.3,XP_011268123.1,2.00E-83,252,7.00E-84,252
XP_308535.4,XP_011269567.2,0,538,0,538
XP_308538.4,XP_019884875.1,0,556,4.00E-172,526
XP_308538.4,XP_019884876.1,0,563,3.00E-175,535
XP_308538.4,XP_019884877.1,0,556,5.00E-172,526
XP_308543.4,XP_011254601.1,2.00E-73,223,8.00E-74,223
XP_308544.4,XP_025271421.1,0,1357,0,1356
XP_308549.3,XP_011260864.1,0,687,0,689
XP_308549.3,XP_011260866.1,0,686,0,687
XP_308549.3,XP_019883930.1,0,686,0,687
XP_308549.3,XP_019883931.1,0,694,0,694
XP_308552.4,XP_011267943.1,7.00E-26,97.8,3.00E-26,97.8
XP_308552.4,XP_011267944.1,7.00E-26,97.8,3.00E-26,97.8
XP_308553.4,XP_011264092.1,3.00E-139,391,1.00E-139,391
XP_308555.4,XP_011267946.1,8.00E-51,160,3.00E-56,174
XP_308556.3,XP_011251938.1,4.00E-162,468,3.00E-169,485
XP_308557.2,XP_011260528.1,0,785,0,785
XP_308558.3,XP_011257113.1,5.00E-146,411,2.00E-146,411
XP_308560.2,XP_011257109.1,5.00E-37,127,2.00E-37,127
XP_308560.2,XP_011257110.1,5.00E-37,127,2.00E-37,127
XP_308561.4,XP_011257111.1,0,1057,0,1058
XP_308566.3,XP_011256456.1,1.00E-18,78.6,2.00E-26,98.2
XP_308566.3,XP_025270347.1,1.00E-18,78.6,2.00E-26,98.2
XP_308567.4,XP_011254599.1,2.00E-121,356,4.00E-127,370
XP_308567.4,XP_011254600.1,1.00E-123,361,2.00E-129,375
XP_308568.4,XP_011258220.1,0,857,0,857
XP_308570.3,XP_011257529.1,0,582,0,582
XP_308572.1,XP_011259973.1,3.00E-62,190,1.00E-62,190
XP_308573.4,XP_011265001.1,0,1699,0,1717
XP_308574.4,XP_011260614.1,9.00E-87,274,4.00E-87,274
XP_308574.4,XP_025261962.1,5.00E-82,262,9.00E-85,268
XP_308576.3,XP_011267964.1,3.00E-44,151,3.00E-51,168
XP_308577.2,XP_011267739.1,1.00E-14,68.9,5.00E-15,68.9
XP_308578.4,XP_019883943.1,0,1431,0,1423
XP_308581.3,XP_011252574.1,0,1061,0,810
XP_308583.2,XP_011255174.1,6.00E-53,167,3.00E-53,167
XP_308583.2,XP_011255175.1,6.00E-53,167,3.00E-53,167
XP_308583.2,XP_011255176.1,6.00E-53,167,3.00E-53,167
XP_308583.2,XP_011255177.1,6.00E-53,167,3.00E-53,167
XP_308586.1,XP_011258918.1,9.00E-26,98.6,4.00E-26,98.6
XP_308594.4,XP_011257555.1,0,673,0,673
XP_308597.4,XP_011265552.1,2.00E-07,50.8,5.00E-10,57.4
XP_308598.4,XP_011265540.1,3.00E-71,219,4.00E-70,216
XP_308599.4,XP_011261300.1,0,533,0,532
XP_308602.4,XP_025265916.1,6.00E-154,468,6.00E-153,464
XP_308602.4,XP_025265917.1,4.00E-150,457,5.00E-149,453
XP_308602.4,XP_025265918.1,4.00E-150,457,5.00E-149,453
XP_308604.4,XP_025265331.1,0,613,0,640
XP_308604.4,XP_025265332.1,0,614,0,640
XP_308604.4,XP_025265333.1,0,601,0,627
XP_308606.2,XP_011257835.1,3.00E-72,221,5.00E-73,221
XP_308611.1,XP_019882948.1,1.00E-44,142,5.00E-45,142
XP_308611.1,XP_025269559.1,1.00E-44,142,5.00E-45,142
XP_308614.3,XP_025266742.1,7.00E-20,82.8,2.00E-20,82.8
XP_308614.3,XP_025266743.1,7.00E-20,82.8,2.00E-20,82.8
XP_308621.4,XP_011263289.1,3.00E-111,336,3.00E-114,343
XP_308622.4,XP_025269910.1,0,684,0,677
XP_308622.4,XP_025269911.1,0,682,0,676
XP_308622.4,XP_025269912.1,0,683,0,676
XP_308629.2,XP_011267285.1,0,855,0,864
