cflo,dmel ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011252225.2,NP_608811.2,1.00E-166,511,1.00E-164,505
XP_011252228.1,NP_476821.1,0,1234,0,1234
XP_011252230.1,NP_001286835.1,0,844,0,846
XP_011252230.1,NP_523842.2,0,847,0,848
XP_011252234.1,NP_001261636.1,6.00E-94,290,5.00E-94,290
XP_011252234.1,NP_648338.1,6.00E-94,290,5.00E-94,290
XP_011252234.1,NP_729517.1,6.00E-94,290,5.00E-94,290
XP_011252234.1,NP_729518.1,6.00E-94,290,5.00E-94,290
XP_011252237.1,NP_001259679.1,1.00E-52,188,6.00E-57,200
XP_011252237.1,NP_001259680.1,1.00E-52,188,6.00E-57,200
XP_011252237.1,NP_476890.1,1.00E-52,188,6.00E-57,200
XP_011252238.1,NP_001259679.1,1.00E-52,188,6.00E-57,200
XP_011252238.1,NP_001259680.1,1.00E-52,188,6.00E-57,200
XP_011252238.1,NP_476890.1,1.00E-52,188,6.00E-57,200
XP_011252239.1,NP_001259679.1,1.00E-52,188,6.00E-57,200
XP_011252239.1,NP_001259680.1,1.00E-52,188,6.00E-57,200
XP_011252239.1,NP_476890.1,1.00E-52,188,6.00E-57,200
XP_011252240.1,NP_001259679.1,1.00E-52,188,6.00E-57,200
XP_011252240.1,NP_001259680.1,1.00E-52,188,6.00E-57,200
XP_011252240.1,NP_476890.1,1.00E-52,188,6.00E-57,200
XP_011252241.1,NP_001259679.1,7.00E-52,186,8.00E-58,202
XP_011252241.1,NP_001259680.1,7.00E-52,186,8.00E-58,202
XP_011252241.1,NP_476890.1,7.00E-52,186,8.00E-58,202
XP_011252242.1,NP_001285354.1,0,703,0,693
XP_011252242.1,NP_573179.1,0,697,0,706
XP_011252242.1,NP_728035.1,0,697,0,706
XP_011252243.1,NP_001285354.1,0,703,0,693
XP_011252243.1,NP_573179.1,0,697,0,706
XP_011252243.1,NP_728035.1,0,697,0,706
XP_011252244.2,NP_001285326.1,0,880,0,880
XP_011252244.2,NP_573123.1,0,880,0,880
XP_011252245.1,NP_001097736.1,7.00E-17,69.3,7.00E-17,69.3
XP_011252245.1,NP_001262449.1,7.00E-17,69.3,7.00E-17,69.3
XP_011252245.1,NP_524682.1,2.00E-17,70.9,2.00E-17,70.9
XP_011252245.1,NP_727905.1,4.00E-18,72.4,3.00E-18,72.4
XP_011252245.1,NP_731449.1,7.00E-17,69.3,7.00E-17,69.3
XP_011252246.1,NP_001097736.1,3.00E-16,67.8,3.00E-16,67.8
XP_011252246.1,NP_001262449.1,3.00E-16,67.8,3.00E-16,67.8
XP_011252246.1,NP_524682.1,2.00E-17,70.9,2.00E-17,70.9
XP_011252246.1,NP_727905.1,1.00E-17,70.9,1.00E-17,70.9
XP_011252246.1,NP_731449.1,3.00E-16,67.8,3.00E-16,67.8
XP_011252261.2,NP_001262071.1,0,845,0,845
XP_011252261.2,NP_524170.2,0,840,0,840
XP_011252265.1,NP_001261615.1,0,631,0,752
XP_011252265.1,NP_001261616.1,0,636,0,756
XP_011252265.1,NP_001261617.1,0,615,0,734
XP_011252265.1,NP_523991.2,0,636,0,756
XP_011252265.1,NP_729461.1,0,610,0,730
XP_011252265.1,NP_729462.2,0,615,0,743
XP_011252266.1,NP_001261615.1,0,632,0,749
XP_011252266.1,NP_001261616.1,0,635,0,753
XP_011252266.1,NP_001261617.1,0,615,0,731
XP_011252266.1,NP_523991.2,0,635,0,753
XP_011252266.1,NP_729461.1,0,610,0,728
XP_011252266.1,NP_729462.2,0,615,0,748
XP_011252267.2,NP_001261615.1,0,635,0,755
XP_011252267.2,NP_001261616.1,0,632,0,752
XP_011252267.2,NP_001261617.1,0,610,0,729
XP_011252267.2,NP_523991.2,0,632,0,752
XP_011252267.2,NP_729461.1,0,614,0,734
XP_011252267.2,NP_729462.2,0,610,0,739
XP_011252268.2,NP_001261615.1,0,635,0,753
XP_011252268.2,NP_001261616.1,0,632,0,749
XP_011252268.2,NP_001261617.1,0,610,0,727
XP_011252268.2,NP_523991.2,0,632,0,749
XP_011252268.2,NP_729461.1,0,614,0,732
XP_011252268.2,NP_729462.2,0,611,0,743
XP_011252270.1,NP_001261615.1,0,610,0,728
XP_011252270.1,NP_001261616.1,0,614,0,732
XP_011252270.1,NP_001261617.1,0,616,0,733
XP_011252270.1,NP_523991.2,0,614,0,732
XP_011252270.1,NP_729461.1,0,611,0,729
XP_011252270.1,NP_729462.2,0,617,0,748
XP_011252276.1,NP_001261621.2,0,1328,0,1316
XP_011252276.1,NP_001261622.1,0,1326,0,1314
XP_011252276.1,NP_001303409.1,0,1326,0,1315
XP_011252276.1,NP_524755.2,0,1326,0,1314
XP_011252277.1,NP_001261621.2,0,1315,0,1303
XP_011252277.1,NP_001261622.1,0,1312,0,1302
XP_011252277.1,NP_001303409.1,0,1313,0,1302
XP_011252277.1,NP_524755.2,0,1312,0,1302
XP_011252278.1,NP_001261621.2,0,1315,0,1303
XP_011252278.1,NP_001261622.1,0,1312,0,1302
XP_011252278.1,NP_001303409.1,0,1313,0,1302
XP_011252278.1,NP_524755.2,0,1312,0,1302
XP_011252280.1,NP_523923.1,9.00E-131,377,1.00E-131,379
XP_011252283.1,NP_648054.2,3.00E-104,304,2.00E-104,304
XP_011252284.1,NP_648054.2,3.00E-104,304,2.00E-104,304
XP_011252285.1,NP_001286955.1,0,828,0,826
XP_011252285.1,NP_476898.1,0,828,0,826
XP_011252286.1,NP_001285398.1,0,983,0,995
XP_011252286.1,NP_001285399.1,0,983,0,995
XP_011252286.1,NP_573265.1,0,983,0,995
XP_011252286.1,NP_728131.1,0,983,0,995
XP_011252287.1,NP_648067.2,2.00E-178,516,2.00E-178,515
XP_011252288.1,NP_648067.2,2.00E-178,516,2.00E-178,515
XP_011252289.1,NP_001259562.1,0,910,0,756
XP_011252289.1,NP_001285265.1,0,909,0,755
XP_011252289.1,NP_573006.1,0,909,0,755
XP_011252290.1,NP_001163111.1,0,1072,0,1072
XP_011252290.1,NP_001163112.1,0,1072,0,1072
XP_011252290.1,NP_523685.2,0,1073,0,1073
XP_011252290.1,NP_724940.1,0,1073,0,1073
XP_011252291.1,NP_001163111.1,0,1082,0,1082
XP_011252291.1,NP_001163112.1,0,1082,0,1082
XP_011252291.1,NP_523685.2,0,1079,0,1079
XP_011252291.1,NP_724940.1,0,1079,0,1079
XP_011252292.1,NP_001163111.1,0,1071,0,1071
XP_011252292.1,NP_001163112.1,0,1071,0,1071
XP_011252292.1,NP_523685.2,0,1083,0,1083
XP_011252292.1,NP_724940.1,0,1083,0,1083
XP_011252293.1,NP_001014569.1,1.00E-98,310,4.00E-93,295
XP_011252293.1,NP_001261457.1,1.00E-96,309,3.00E-91,295
XP_011252295.1,NP_648109.1,1.00E-173,523,2.00E-170,514
XP_011252296.1,NP_648109.1,1.00E-173,523,2.00E-170,514
XP_011252297.1,NP_648109.1,1.00E-173,523,2.00E-170,514
XP_011252298.1,NP_648109.1,1.00E-173,523,2.00E-170,514
XP_011252299.1,NP_648109.1,1.00E-173,523,2.00E-170,514
XP_011252300.1,NP_648109.1,2.00E-173,522,2.00E-170,514
XP_011252301.1,NP_001097337.1,8.00E-13,66.2,5.00E-13,67
XP_011252302.1,NP_996017.2,0,645,0,658
XP_011252303.1,NP_996017.2,0,645,0,658
XP_011252305.2,NP_001261414.1,4.00E-62,204,4.00E-62,204
XP_011252305.2,NP_523926.1,2.00E-62,203,1.00E-62,203
XP_011252323.1,NP_573334.1,0,740,0,740
XP_011252324.1,NP_001137797.1,0,1323,0,1306
XP_011252324.1,NP_001137798.1,0,1322,0,1308
XP_011252324.1,NP_001260126.1,0,1323,0,1306
XP_011252324.1,NP_609012.2,0,1323,0,1307
XP_011252328.1,NP_001137797.1,0,1321,0,1305
XP_011252328.1,NP_001137798.1,0,1319,0,1306
XP_011252328.1,NP_001260126.1,0,1321,0,1305
XP_011252328.1,NP_609012.2,0,1322,0,1306
XP_011252329.1,NP_001137797.1,0,1324,0,1308
XP_011252329.1,NP_001137798.1,0,1324,0,1310
XP_011252329.1,NP_001260126.1,0,1324,0,1308
XP_011252329.1,NP_609012.2,0,1325,0,1308
XP_011252330.1,NP_001137797.1,0,1324,0,1308
XP_011252330.1,NP_001137798.1,0,1324,0,1310
XP_011252330.1,NP_001260126.1,0,1324,0,1308
XP_011252330.1,NP_609012.2,0,1325,0,1308
XP_011252332.1,NP_649814.1,3.00E-69,224,3.00E-69,224
XP_011252335.1,NP_001137797.1,0,1327,0,1309
XP_011252335.1,NP_001137798.1,0,1326,0,1311
XP_011252335.1,NP_001260126.1,0,1327,0,1309
XP_011252335.1,NP_609012.2,0,1327,0,1311
XP_011252336.1,NP_001137797.1,0,1318,0,1304
XP_011252336.1,NP_001137798.1,0,1318,0,1305
XP_011252336.1,NP_001260126.1,0,1318,0,1304
XP_011252336.1,NP_609012.2,0,1320,0,1304
XP_011252337.1,NP_001137797.1,0,1325,0,1308
XP_011252337.1,NP_001137798.1,0,1323,0,1309
XP_011252337.1,NP_001260126.1,0,1325,0,1308
XP_011252337.1,NP_609012.2,0,1326,0,1308
XP_011252345.1,NP_001261323.1,1.00E-112,348,9.00E-114,351
XP_011252345.1,NP_001261324.1,2.00E-119,362,3.00E-121,367
XP_011252345.1,NP_647711.1,1.00E-114,348,2.00E-115,350
XP_011252345.1,NP_647713.2,8.00E-120,361,3.00E-122,367
XP_011252345.1,NP_728735.2,1.00E-114,348,2.00E-115,350
XP_011252350.1,NP_001163727.1,6.00E-157,481,2.00E-149,461
XP_011252350.1,NP_001287524.1,6.00E-157,481,3.00E-149,461
XP_011252350.1,NP_651355.3,4.00E-157,481,1.00E-149,461
XP_011252352.1,NP_001138057.1,5.00E-54,185,9.00E-54,185
XP_011252352.1,NP_650444.1,8.00E-55,186,1.00E-54,185
XP_011252353.1,NP_001138057.1,2.00E-54,185,5.00E-54,185
XP_011252353.1,NP_650444.1,3.00E-55,186,6.00E-55,185
XP_011252356.1,NP_001246015.1,0,1182,0,1182
XP_011252356.1,NP_001260424.1,0,1182,0,1182
XP_011252356.1,NP_001260425.1,0,1182,0,1182
XP_011252356.1,NP_001260426.1,0,1148,0,1148
XP_011252356.1,NP_523560.2,0,1148,0,1148
XP_011252356.1,NP_652004.2,0,1182,0,1182
XP_011252356.1,NP_723775.1,0,1182,0,1182
XP_011252356.1,NP_723776.1,0,1182,0,1182
XP_011252358.1,NP_001262276.1,0,615,0,607
XP_011252358.1,NP_524997.2,0,615,0,607
XP_011252359.1,NP_524779.1,9.00E-99,288,8.00E-99,288
XP_011252360.1,NP_611463.1,0,552,1.00E-178,538
XP_011252360.1,NP_725941.1,0,552,1.00E-178,538
XP_011252360.1,NP_725942.1,0,552,1.00E-178,538
XP_011252361.1,NP_611463.1,0,552,1.00E-178,538
XP_011252361.1,NP_725941.1,0,552,1.00E-178,538
XP_011252361.1,NP_725942.1,0,552,1.00E-178,538
XP_011252364.1,NP_001285338.1,8.00E-72,217,7.00E-72,217
XP_011252364.1,NP_001285339.1,8.00E-72,217,7.00E-72,217
XP_011252364.1,NP_523376.1,8.00E-72,217,7.00E-72,217
XP_011252364.1,NP_727992.1,8.00E-72,217,7.00E-72,217
XP_011252364.1,NP_727993.1,8.00E-72,217,7.00E-72,217
XP_011252365.1,NP_001285338.1,8.00E-72,217,7.00E-72,217
XP_011252365.1,NP_001285339.1,8.00E-72,217,7.00E-72,217
XP_011252365.1,NP_523376.1,8.00E-72,217,7.00E-72,217
XP_011252365.1,NP_727992.1,8.00E-72,217,7.00E-72,217
XP_011252365.1,NP_727993.1,8.00E-72,217,7.00E-72,217
XP_011252367.1,NP_001262276.1,0,614,0,607
XP_011252367.1,NP_524997.2,0,614,0,607
XP_011252368.1,NP_725047.2,2.00E-103,306,2.00E-103,306
XP_011252369.1,NP_001014504.1,0,1160,0,1078
XP_011252369.1,NP_001163085.1,0,1127,0,1050
XP_011252369.1,NP_001286183.1,0,1124,0,1052
XP_011252370.1,NP_001014504.1,0,1152,0,1077
XP_011252370.1,NP_001163085.1,0,1117,0,1050
XP_011252371.1,NP_001014504.1,0,1059,0,1073
XP_011252371.1,NP_001163085.1,0,1022,0,1041
XP_011252371.1,NP_001286183.1,0,1021,0,1042
XP_011252375.1,NP_572882.1,3.00E-62,189,3.00E-62,189
XP_011252376.1,NP_001262086.1,4.00E-146,432,3.00E-148,438
XP_011252376.1,NP_524176.1,4.00E-146,432,3.00E-148,438
XP_011252379.1,NP_573326.1,3.00E-116,335,8.00E-113,326
XP_011252380.2,NP_001260601.1,3.00E-72,217,3.00E-72,217
XP_011252380.2,NP_610003.1,3.00E-72,217,3.00E-72,217
XP_011252381.1,NP_573326.1,3.00E-116,335,8.00E-113,326
XP_011252384.1,NP_001137537.1,2.00E-23,97.1,4.00E-24,99
XP_011252384.1,NP_001287636.1,2.00E-23,97.1,4.00E-24,99
XP_011252385.1,NP_648378.1,6.00E-87,258,7.00E-87,258
XP_011252385.1,NP_729581.1,6.00E-87,258,7.00E-87,258
XP_011252385.1,NP_729582.1,6.00E-87,258,7.00E-87,258
XP_011252385.1,NP_729583.1,6.00E-87,258,7.00E-87,258
XP_011252385.1,NP_729584.1,6.00E-87,258,7.00E-87,258
XP_011252386.1,NP_648378.1,6.00E-87,258,7.00E-87,258
XP_011252386.1,NP_729581.1,6.00E-87,258,7.00E-87,258
XP_011252386.1,NP_729582.1,6.00E-87,258,7.00E-87,258
XP_011252386.1,NP_729583.1,6.00E-87,258,7.00E-87,258
XP_011252386.1,NP_729584.1,6.00E-87,258,7.00E-87,258
XP_011252387.1,NP_648378.1,6.00E-87,258,7.00E-87,258
XP_011252387.1,NP_729581.1,6.00E-87,258,7.00E-87,258
XP_011252387.1,NP_729582.1,6.00E-87,258,7.00E-87,258
XP_011252387.1,NP_729583.1,6.00E-87,258,7.00E-87,258
XP_011252387.1,NP_729584.1,6.00E-87,258,7.00E-87,258
XP_011252388.1,NP_001097456.2,2.00E-158,483,3.00E-168,508
XP_011252388.1,NP_001163302.1,7.00E-158,480,4.00E-168,506
XP_011252389.2,NP_001097456.2,2.00E-158,483,3.00E-168,508
XP_011252389.2,NP_001163302.1,7.00E-158,480,4.00E-168,506
XP_011252390.1,NP_648377.1,1.00E-28,110,1.00E-28,110
XP_011252391.1,NP_648377.1,1.00E-28,110,1.00E-28,110
XP_011252392.1,NP_001259579.1,5.00E-73,218,4.00E-73,218
XP_011252392.1,NP_573062.1,1.00E-74,222,1.00E-74,222
XP_011252394.2,NP_001284900.1,2.00E-63,194,1.00E-63,194
XP_011252394.2,NP_572243.1,2.00E-63,194,1.00E-63,194
XP_011252394.2,NP_727016.1,2.00E-63,194,1.00E-63,194
XP_011252402.1,NP_572504.1,1.00E-63,202,9.00E-61,195
XP_011252403.1,NP_649512.1,6.00E-77,255,4.00E-84,274
XP_011252404.1,NP_001246519.1,5.00E-25,100,4.00E-31,117
XP_011252405.1,NP_001033975.2,5.00E-15,72.8,7.00E-21,89.7
XP_011252415.1,NP_523811.1,1.00E-130,385,1.00E-130,385
XP_011252428.1,NP_001262592.1,2.00E-155,439,7.00E-149,423
XP_011252428.1,NP_001262593.1,2.00E-155,439,7.00E-149,423
XP_011252428.1,NP_001287337.1,2.00E-155,439,7.00E-149,423
XP_011252428.1,NP_524361.4,2.00E-155,439,7.00E-149,423
XP_011252428.1,NP_732012.1,2.00E-155,439,7.00E-149,423
XP_011252430.1,NP_611686.2,5.00E-64,201,8.00E-68,211
XP_011252430.1,NP_726213.1,5.00E-64,201,8.00E-68,211
XP_011252432.1,NP_477329.1,0,674,0,678
XP_011252436.2,NP_001189310.1,2.00E-80,250,8.00E-87,266
XP_011252436.2,NP_651693.2,2.00E-80,250,8.00E-87,266
XP_011252440.1,NP_611269.1,0,642,0,647
XP_011252440.1,NP_995880.1,0,642,0,647
XP_011252447.1,NP_647772.1,1.00E-142,417,1.00E-142,417
XP_011252448.1,NP_001138075.1,6.00E-18,75.9,8.00E-16,70.1
XP_011252449.1,NP_524586.1,6.00E-84,252,2.00E-82,248
XP_011252452.2,NP_648818.3,0,3653,0,3630
XP_011252453.1,NP_524238.1,0,624,0,612
XP_011252453.1,NP_730958.1,0,624,0,612
XP_011252453.1,NP_730959.1,0,624,0,612
XP_011252453.1,NP_730960.1,0,624,0,612
XP_011252453.1,NP_730961.1,0,624,0,612
XP_011252453.1,NP_730962.1,0,624,0,612
XP_011252453.1,NP_730963.1,0,624,0,612
XP_011252454.1,NP_524238.1,0,624,0,612
XP_011252454.1,NP_730958.1,0,624,0,612
XP_011252454.1,NP_730959.1,0,624,0,612
XP_011252454.1,NP_730960.1,0,624,0,612
XP_011252454.1,NP_730961.1,0,624,0,612
XP_011252454.1,NP_730962.1,0,624,0,612
XP_011252454.1,NP_730963.1,0,624,0,612
XP_011252455.2,NP_001262599.1,3.00E-106,325,1.00E-109,333
XP_011252455.2,NP_524365.1,3.00E-106,325,1.00E-109,333
XP_011252456.1,NP_001014524.1,0,715,0,710
XP_011252456.1,NP_001014525.1,0,686,0,683
XP_011252456.1,NP_001014526.1,0,715,0,710
XP_011252456.1,NP_001260956.1,0,715,0,710
XP_011252457.1,NP_001014524.1,0,714,0,710
XP_011252457.1,NP_001014525.1,0,684,0,682
XP_011252457.1,NP_001014526.1,0,714,0,710
XP_011252457.1,NP_001260956.1,0,714,0,710
XP_011252458.3,NP_524281.1,8.00E-15,76.6,6.00E-15,76.6
XP_011252459.1,NP_477479.1,3.00E-131,385,8.00E-133,389
XP_011252463.1,NP_647939.1,1.00E-22,87.4,2.00E-13,63.5
XP_011252464.1,NP_001262878.1,0,710,0,683
XP_011252464.1,NP_651170.1,0,714,1.00E-176,566
XP_011252464.1,NP_732888.1,0,714,1.00E-176,566
XP_011252465.1,NP_649676.1,3.00E-104,301,3.00E-104,301
XP_011252466.1,NP_649676.1,6.00E-105,303,5.00E-105,303
XP_011252467.1,NP_650453.3,9.00E-135,395,8.00E-135,395
XP_011252467.1,NP_732020.2,7.00E-135,396,6.00E-135,396
XP_011252468.1,NP_732717.1,7.00E-126,357,6.00E-126,357
XP_011252468.1,NP_732718.1,7.00E-126,357,6.00E-126,357
XP_011252468.1,NP_732719.1,7.00E-126,357,6.00E-126,357
XP_011252468.1,NP_996265.1,7.00E-126,357,6.00E-126,357
XP_011252469.1,NP_732717.1,7.00E-126,357,6.00E-126,357
XP_011252469.1,NP_732718.1,7.00E-126,357,6.00E-126,357
XP_011252469.1,NP_732719.1,7.00E-126,357,6.00E-126,357
XP_011252469.1,NP_996265.1,7.00E-126,357,6.00E-126,357
XP_011252470.1,NP_611207.1,0,745,0,745
XP_011252471.1,NP_732717.1,7.00E-126,357,6.00E-126,357
XP_011252471.1,NP_732718.1,7.00E-126,357,6.00E-126,357
XP_011252471.1,NP_732719.1,7.00E-126,357,6.00E-126,357
XP_011252471.1,NP_996265.1,7.00E-126,357,6.00E-126,357
XP_011252477.2,NP_001163392.1,7.00E-147,442,5.00E-147,442
XP_011252477.2,NP_648271.3,7.00E-147,442,5.00E-147,442
XP_011252477.2,NP_729434.2,7.00E-147,442,5.00E-147,442
XP_011252479.1,NP_611207.1,0,745,0,745
XP_011252486.1,NP_001285984.1,3.00E-70,209,3.00E-70,209
XP_011252486.1,NP_477176.1,3.00E-70,209,3.00E-70,209
XP_011252490.1,NP_001014479.1,0,573,0,706
XP_011252496.1,NP_001014478.1,0,569,0,669
XP_011252503.1,NP_001285003.1,3.00E-54,197,5.00E-54,196
XP_011252503.1,NP_572440.1,3.00E-54,197,5.00E-54,196
XP_011252507.2,NP_524470.4,0,972,0,963
XP_011252507.2,NP_996274.1,0,979,0,971
XP_011252508.1,NP_001246627.1,7.00E-158,455,4.00E-161,464
XP_011252508.1,NP_001261419.1,2.00E-164,468,9.00E-166,471
XP_011252508.1,NP_001261420.1,1.00E-160,458,7.00E-162,461
XP_011252508.1,NP_001261421.1,2.00E-156,451,1.00E-157,454
XP_011252508.1,NP_001286936.1,1.00E-161,460,5.00E-163,464
XP_011252508.1,NP_647917.3,5.00E-162,461,2.00E-163,465
XP_011252508.1,NP_652337.2,4.00E-157,452,2.00E-158,456
XP_011252508.1,NP_729016.2,5.00E-161,459,1.00E-162,463
XP_011252508.1,NP_729018.1,3.00E-157,453,4.00E-162,466
XP_011252509.1,NP_001246627.1,1.00E-157,453,1.00E-160,461
XP_011252509.1,NP_001261419.1,2.00E-158,451,1.00E-159,454
XP_011252509.1,NP_001261420.1,2.00E-158,451,2.00E-159,454
XP_011252509.1,NP_001261421.1,3.00E-157,451,3.00E-158,455
XP_011252509.1,NP_001286936.1,2.00E-158,451,1.00E-159,454
XP_011252509.1,NP_647917.3,6.00E-159,452,3.00E-160,456
XP_011252509.1,NP_652337.2,6.00E-157,451,4.00E-158,454
XP_011252509.1,NP_729016.2,6.00E-159,452,5.00E-160,455
XP_011252509.1,NP_729018.1,3.00E-158,454,2.00E-161,463
XP_011252511.1,NP_001034033.1,1.00E-72,243,4.00E-77,255
XP_011252511.1,NP_001262068.1,3.00E-71,239,2.00E-81,265
XP_011252511.1,NP_001262069.1,5.00E-71,239,2.00E-75,251
XP_011252511.1,NP_001262070.1,9.00E-73,243,5.00E-83,270
XP_011252511.1,NP_524169.1,5.00E-71,239,2.00E-75,251
XP_011252513.1,NP_611121.1,6.00E-92,293,5.00E-92,293
XP_011252514.1,NP_648494.2,3.00E-15,70.5,3.00E-15,70.5
XP_011252515.1,NP_648494.2,2.00E-14,68.2,2.00E-14,68.2
XP_011252522.1,NP_001260154.1,0,1530,0,1516
XP_011252522.1,NP_001260155.1,0,1526,0,1513
XP_011252522.1,NP_609067.2,0,1526,0,1512
XP_011252522.1,NP_723208.1,0,1526,0,1512
XP_011252541.2,NP_001245621.1,0,891,0,907
XP_011252541.2,NP_572707.4,0,891,0,907
XP_011252543.2,NP_001245621.1,0,891,0,907
XP_011252543.2,NP_572707.4,0,891,0,907
XP_011252544.1,NP_001285909.1,6.00E-54,177,1.00E-63,202
XP_011252544.1,NP_609671.1,1.00E-54,179,3.00E-64,204
XP_011252544.1,NP_723837.2,1.00E-54,179,3.00E-64,204
XP_011252545.2,NP_573289.2,0,851,0,845
XP_011252545.2,NP_728162.1,0,844,0,837
XP_011252545.2,NP_728163.2,0,852,0,846
XP_011252545.2,NP_996508.1,0,851,0,844
XP_011252545.2,NP_996509.1,0,851,0,844
XP_011252545.2,NP_996510.2,0,852,0,846
XP_011252547.1,NP_573289.2,0,853,0,846
XP_011252547.1,NP_728162.1,0,846,0,840
XP_011252547.1,NP_728163.2,0,853,0,848
XP_011252547.1,NP_996508.1,0,851,0,846
XP_011252547.1,NP_996509.1,0,851,0,846
XP_011252547.1,NP_996510.2,0,853,0,848
XP_011252548.1,NP_573289.2,0,844,0,837
XP_011252548.1,NP_728162.1,0,860,0,852
XP_011252548.1,NP_728163.2,0,844,0,838
XP_011252548.1,NP_996508.1,0,843,0,837
XP_011252548.1,NP_996509.1,0,843,0,837
XP_011252548.1,NP_996510.2,0,844,0,838
XP_011252550.1,NP_573289.2,0,851,0,845
XP_011252550.1,NP_728162.1,0,844,0,837
XP_011252550.1,NP_728163.2,0,852,0,846
XP_011252550.1,NP_996508.1,0,851,0,844
XP_011252550.1,NP_996509.1,0,851,0,844
XP_011252550.1,NP_996510.2,0,852,0,846
XP_011252551.1,NP_573289.2,0,843,0,837
XP_011252551.1,NP_728162.1,0,857,0,850
XP_011252551.1,NP_728163.2,0,844,0,838
XP_011252551.1,NP_996508.1,0,842,0,837
XP_011252551.1,NP_996509.1,0,842,0,837
XP_011252551.1,NP_996510.2,0,844,0,838
XP_011252552.1,NP_573289.2,0,837,0,830
XP_011252552.1,NP_728162.1,0,841,0,833
XP_011252552.1,NP_728163.2,0,838,0,831
XP_011252552.1,NP_996508.1,0,837,0,830
XP_011252552.1,NP_996509.1,0,837,0,830
XP_011252552.1,NP_996510.2,0,838,0,831
XP_011252554.1,NP_573289.2,0,838,0,830
XP_011252554.1,NP_728162.1,0,839,0,831
XP_011252554.1,NP_728163.2,0,838,0,831
XP_011252554.1,NP_996508.1,0,837,0,830
XP_011252554.1,NP_996509.1,0,837,0,830
XP_011252554.1,NP_996510.2,0,838,0,831
XP_011252555.1,NP_649556.3,4.00E-160,468,2.00E-160,468
XP_011252555.1,NP_996155.2,1.00E-157,461,1.00E-157,461
XP_011252557.1,NP_649556.3,4.00E-160,468,2.00E-160,468
XP_011252557.1,NP_996155.2,1.00E-157,461,1.00E-157,461
XP_011252558.1,NP_649556.3,4.00E-160,468,2.00E-160,468
XP_011252558.1,NP_996155.2,1.00E-157,461,1.00E-157,461
XP_011252559.1,NP_649556.3,4.00E-160,468,2.00E-160,468
XP_011252559.1,NP_996155.2,1.00E-157,461,1.00E-157,461
XP_011252562.1,NP_649556.3,4.00E-160,468,2.00E-160,468
XP_011252562.1,NP_996155.2,1.00E-157,461,1.00E-157,461
XP_011252563.1,NP_649556.3,4.00E-160,468,2.00E-160,468
XP_011252563.1,NP_996155.2,1.00E-157,461,1.00E-157,461
XP_011252565.2,NP_570025.1,7.00E-70,246,7.00E-65,231
XP_011252566.2,NP_570025.1,4.00E-70,246,6.00E-65,232
XP_011252567.1,NP_569916.1,3.00E-98,307,1.00E-101,315
XP_011252570.3,NP_001260514.1,2.00E-107,328,2.00E-107,328
XP_011252570.3,NP_001260515.1,2.00E-102,316,1.00E-107,329
XP_011252570.3,NP_477154.1,2.00E-107,328,2.00E-107,328
XP_011252570.3,NP_609810.1,2.00E-102,316,1.00E-107,329
XP_011252571.1,NP_608931.1,0,957,0,944
XP_011252572.2,NP_612012.1,4.00E-94,323,4.00E-94,323
XP_011252572.2,NP_728490.1,4.00E-94,324,3.00E-94,324
XP_011252574.1,NP_001163328.1,0,683,0,930
XP_011252574.1,NP_001286913.1,0,683,0,930
XP_011252574.1,NP_647715.2,0,683,0,930
XP_011252575.1,NP_001262813.1,5.00E-11,57,4.00E-11,57
XP_011252575.1,NP_650989.6,3.00E-11,57.8,3.00E-11,57.8
XP_011252576.1,NP_523602.2,0,854,0,856
XP_011252579.1,NP_001245993.1,0,915,0,932
XP_011252579.1,NP_001260393.1,0,915,0,932
XP_011252579.1,NP_477243.1,0,915,0,932
XP_011252580.1,NP_001245993.1,0,915,0,932
XP_011252580.1,NP_001260393.1,0,915,0,932
XP_011252580.1,NP_477243.1,0,915,0,932
XP_011252581.1,NP_001245993.1,0,915,0,932
XP_011252581.1,NP_001260393.1,0,915,0,932
XP_011252581.1,NP_477243.1,0,915,0,932
XP_011252582.1,NP_001245993.1,0,915,0,932
XP_011252582.1,NP_001260393.1,0,915,0,932
XP_011252582.1,NP_477243.1,0,915,0,932
XP_011252584.1,NP_001245993.1,0,915,0,932
XP_011252584.1,NP_001260393.1,0,915,0,932
XP_011252584.1,NP_477243.1,0,915,0,932
XP_011252589.1,NP_001245993.1,0,908,0,928
XP_011252589.1,NP_001260393.1,0,908,0,928
XP_011252589.1,NP_477243.1,0,908,0,928
XP_011252590.1,NP_001260293.1,3.00E-70,211,1.00E-61,188
XP_011252590.1,NP_524714.1,3.00E-70,211,1.00E-61,188
XP_011252591.1,NP_650662.1,5.00E-128,392,3.00E-128,392
XP_011252594.1,NP_648553.1,0,737,0,737
XP_011252595.1,NP_650822.1,0,669,0,669
XP_011252599.1,NP_610805.1,2.00E-111,329,2.00E-111,329
XP_011252600.1,NP_650760.1,0,548,0,548
XP_011252602.1,NP_648589.1,7.00E-93,278,6.00E-93,278
XP_011252603.1,NP_648589.1,7.00E-93,278,6.00E-93,278
XP_011252604.1,NP_648589.1,7.00E-93,278,6.00E-93,278
XP_011252606.2,NP_609535.1,0,1197,0,1187
XP_011252612.1,NP_001163551.1,5.00E-175,501,2.00E-177,507
