amel,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_006566246.2,XP_025268157.1,0,603,0,605
XP_006566249.1,XP_011254147.2,2.00E-35,124,2.00E-35,124
XP_006566253.2,XP_011255090.1,0,1100,0,1081
XP_006566254.2,XP_011255090.1,0,1100,0,1081
XP_006566255.2,XP_011255090.1,0,1098,0,1078
XP_006566256.2,XP_011255090.1,0,1082,0,1061
XP_006566259.1,XP_011254134.1,8.00E-72,216,6.00E-70,211
XP_006566260.1,XP_025264118.1,0,535,0,535
XP_006566261.1,XP_025264118.1,0,531,0,530
XP_006566262.1,XP_025264118.1,0,531,0,531
XP_006566264.1,XP_011255077.1,0,722,0,735
XP_006566265.2,XP_011255079.1,1.00E-119,375,4.00E-88,292
XP_006566265.2,XP_025264111.1,1.00E-119,375,4.00E-88,292
XP_006566268.1,XP_011255076.1,0,974,0,970
XP_006566270.2,XP_025264088.1,0,978,0,965
XP_006566272.1,XP_011255066.1,0,514,0,514
XP_006566273.1,XP_011255067.2,0,1107,0,1107
XP_006566274.1,XP_011255067.2,0,1107,0,1107
XP_006566277.1,XP_011255059.1,6.00E-43,139,6.00E-43,139
XP_006566277.1,XP_011255060.1,6.00E-43,139,6.00E-43,139
XP_006566281.1,XP_025264090.1,0,805,0,817
XP_006566281.1,XP_025264091.1,0,805,0,817
XP_006566281.1,XP_025264093.1,0,809,0,820
XP_006566281.1,XP_025264094.1,0,813,0,825
XP_006566306.1,XP_025266613.1,0,1581,0,1581
XP_006566307.1,XP_025266613.1,0,1581,0,1581
XP_006566311.1,XP_011252825.1,2.00E-105,302,2.00E-105,302
XP_006566311.1,XP_011252826.1,2.00E-99,287,2.00E-99,287
XP_006566313.1,XP_011252826.1,3.00E-100,288,4.00E-100,288
XP_006566320.1,XP_011269173.1,1.00E-65,202,1.00E-65,202
XP_006566323.1,XP_019884813.1,0,1297,0,1322
XP_006566324.1,XP_011265279.1,0,634,0,623
XP_006566324.1,XP_011265280.1,0,616,0,605
XP_006566326.2,XP_011255404.1,0,1016,0,1016
XP_006566328.3,XP_025270152.1,0,1481,0,1477
XP_006566328.3,XP_025270154.1,0,1469,0,1463
XP_006566329.1,XP_011258753.1,0,780,0,797
XP_006566329.1,XP_011258763.1,0,780,0,797
XP_006566331.1,XP_011258804.1,0,3387,0,3403
XP_006566331.1,XP_011258812.1,0,3387,0,3403
XP_006566331.1,XP_011258821.1,0,3387,0,3403
XP_006566331.1,XP_011258829.1,0,3387,0,3403
XP_006566331.1,XP_011258839.1,0,3381,0,3397
XP_006566331.1,XP_011258850.1,0,3392,0,3408
XP_006566331.1,XP_011258858.1,0,3392,0,3397
XP_006566331.1,XP_011258867.1,0,3392,0,3409
XP_006566331.1,XP_011258876.1,0,3375,0,3391
XP_006566331.1,XP_011258890.1,0,3398,0,3402
XP_006566331.1,XP_011258900.1,0,3367,0,3382
XP_006566331.1,XP_011258908.1,0,3357,0,3373
XP_006566331.1,XP_011258917.1,0,3358,0,3373
XP_006566331.1,XP_011258926.1,0,3321,0,3352
XP_006566331.1,XP_011258936.1,0,3274,0,3292
XP_006566331.1,XP_019883623.1,0,3264,0,3279
XP_006566331.1,XP_025264392.1,0,3397,0,3413
XP_006566331.1,XP_025264393.1,0,3402,0,3407
XP_006566331.1,XP_025264395.1,0,3284,0,3291
XP_006566331.1,XP_025264396.1,0,3272,0,3279
XP_006566332.1,XP_011258804.1,0,3387,0,3403
XP_006566332.1,XP_011258812.1,0,3387,0,3403
XP_006566332.1,XP_011258821.1,0,3387,0,3403
XP_006566332.1,XP_011258829.1,0,3387,0,3403
XP_006566332.1,XP_011258839.1,0,3381,0,3397
XP_006566332.1,XP_011258850.1,0,3392,0,3408
XP_006566332.1,XP_011258858.1,0,3392,0,3397
XP_006566332.1,XP_011258867.1,0,3392,0,3409
XP_006566332.1,XP_011258876.1,0,3375,0,3391
XP_006566332.1,XP_011258890.1,0,3398,0,3402
XP_006566332.1,XP_011258900.1,0,3367,0,3382
XP_006566332.1,XP_011258908.1,0,3357,0,3373
XP_006566332.1,XP_011258917.1,0,3358,0,3373
XP_006566332.1,XP_011258926.1,0,3321,0,3352
XP_006566332.1,XP_011258936.1,0,3274,0,3292
XP_006566332.1,XP_019883623.1,0,3264,0,3279
XP_006566332.1,XP_025264392.1,0,3397,0,3413
XP_006566332.1,XP_025264393.1,0,3402,0,3407
XP_006566332.1,XP_025264395.1,0,3284,0,3291
XP_006566332.1,XP_025264396.1,0,3272,0,3279
XP_006566333.1,XP_011258804.1,0,3381,0,3397
XP_006566333.1,XP_011258812.1,0,3381,0,3397
XP_006566333.1,XP_011258821.1,0,3381,0,3397
XP_006566333.1,XP_011258829.1,0,3381,0,3397
XP_006566333.1,XP_011258839.1,0,3385,0,3402
XP_006566333.1,XP_011258850.1,0,3385,0,3402
XP_006566333.1,XP_011258858.1,0,3385,0,3391
XP_006566333.1,XP_011258867.1,0,3386,0,3402
XP_006566333.1,XP_011258876.1,0,3368,0,3385
XP_006566333.1,XP_011258890.1,0,3391,0,3396
XP_006566333.1,XP_011258900.1,0,3360,0,3376
XP_006566333.1,XP_011258908.1,0,3351,0,3367
XP_006566333.1,XP_011258917.1,0,3352,0,3367
XP_006566333.1,XP_011258926.1,0,3315,0,3345
XP_006566333.1,XP_011258936.1,0,3268,0,3286
XP_006566333.1,XP_019883623.1,0,3258,0,3273
XP_006566333.1,XP_025264392.1,0,3390,0,3407
XP_006566333.1,XP_025264393.1,0,3395,0,3400
XP_006566333.1,XP_025264395.1,0,3277,0,3284
XP_006566333.1,XP_025264396.1,0,3265,0,3273
XP_006566334.1,XP_011258804.1,0,3381,0,3407
XP_006566334.1,XP_011258812.1,0,3381,0,3407
XP_006566334.1,XP_011258821.1,0,3381,0,3407
XP_006566334.1,XP_011258829.1,0,3381,0,3407
XP_006566334.1,XP_011258839.1,0,3374,0,3401
XP_006566334.1,XP_011258850.1,0,3385,0,3412
XP_006566334.1,XP_011258858.1,0,3397,0,3412
XP_006566334.1,XP_011258867.1,0,3386,0,3412
XP_006566334.1,XP_011258876.1,0,3368,0,3396
XP_006566334.1,XP_011258890.1,0,3400,0,3417
XP_006566334.1,XP_011258900.1,0,3360,0,3385
XP_006566334.1,XP_011258908.1,0,3351,0,3375
XP_006566334.1,XP_011258917.1,0,3352,0,3377
XP_006566334.1,XP_011258926.1,0,3315,0,3357
XP_006566334.1,XP_011258936.1,0,3268,0,3296
XP_006566334.1,XP_019883623.1,0,3258,0,3285
XP_006566334.1,XP_025264392.1,0,3390,0,3417
XP_006566334.1,XP_025264393.1,0,3405,0,3421
XP_006566334.1,XP_025264395.1,0,3288,0,3306
XP_006566334.1,XP_025264396.1,0,3276,0,3293
XP_006566335.1,XP_011258804.1,0,3375,0,3391
XP_006566335.1,XP_011258812.1,0,3375,0,3391
XP_006566335.1,XP_011258821.1,0,3375,0,3391
XP_006566335.1,XP_011258829.1,0,3375,0,3391
XP_006566335.1,XP_011258839.1,0,3368,0,3385
XP_006566335.1,XP_011258850.1,0,3381,0,3396
XP_006566335.1,XP_011258858.1,0,3382,0,3385
XP_006566335.1,XP_011258867.1,0,3381,0,3396
XP_006566335.1,XP_011258876.1,0,3382,0,3398
XP_006566335.1,XP_011258890.1,0,3385,0,3390
XP_006566335.1,XP_011258900.1,0,3354,0,3371
XP_006566335.1,XP_011258908.1,0,3346,0,3362
XP_006566335.1,XP_011258917.1,0,3345,0,3362
XP_006566335.1,XP_011258926.1,0,3310,0,3341
XP_006566335.1,XP_011258936.1,0,3264,0,3279
XP_006566335.1,XP_019883623.1,0,3269,0,3286
XP_006566335.1,XP_025264392.1,0,3387,0,3401
XP_006566335.1,XP_025264393.1,0,3389,0,3395
XP_006566335.1,XP_025264395.1,0,3272,0,3279
XP_006566335.1,XP_025264396.1,0,3277,0,3285
XP_006566336.1,XP_011258804.1,0,3367,0,3382
XP_006566336.1,XP_011258812.1,0,3367,0,3382
XP_006566336.1,XP_011258821.1,0,3367,0,3382
XP_006566336.1,XP_011258829.1,0,3367,0,3382
XP_006566336.1,XP_011258839.1,0,3360,0,3376
XP_006566336.1,XP_011258850.1,0,3372,0,3387
XP_006566336.1,XP_011258858.1,0,3369,0,3376
XP_006566336.1,XP_011258867.1,0,3372,0,3387
XP_006566336.1,XP_011258876.1,0,3355,0,3371
XP_006566336.1,XP_011258890.1,0,3374,0,3381
XP_006566336.1,XP_011258900.1,0,3373,0,3390
XP_006566336.1,XP_011258908.1,0,3336,0,3352
XP_006566336.1,XP_011258917.1,0,3335,0,3353
XP_006566336.1,XP_011258926.1,0,3301,0,3330
XP_006566336.1,XP_011258936.1,0,3254,0,3271
XP_006566336.1,XP_019883623.1,0,3243,0,3258
XP_006566336.1,XP_025264392.1,0,3377,0,3392
XP_006566336.1,XP_025264393.1,0,3379,0,3385
XP_006566336.1,XP_025264395.1,0,3264,0,3269
XP_006566336.1,XP_025264396.1,0,3251,0,3257
XP_006566337.1,XP_011258804.1,0,3357,0,3372
XP_006566337.1,XP_011258812.1,0,3357,0,3372
XP_006566337.1,XP_011258821.1,0,3357,0,3372
XP_006566337.1,XP_011258829.1,0,3357,0,3372
XP_006566337.1,XP_011258839.1,0,3350,0,3366
XP_006566337.1,XP_011258850.1,0,3362,0,3377
XP_006566337.1,XP_011258858.1,0,3359,0,3366
XP_006566337.1,XP_011258867.1,0,3358,0,3373
XP_006566337.1,XP_011258876.1,0,3345,0,3361
XP_006566337.1,XP_011258890.1,0,3362,0,3367
XP_006566337.1,XP_011258900.1,0,3335,0,3352
XP_006566337.1,XP_011258908.1,0,3358,0,3377
XP_006566337.1,XP_011258917.1,0,3365,0,3383
XP_006566337.1,XP_011258926.1,0,3291,0,3321
XP_006566337.1,XP_011258936.1,0,3243,0,3260
XP_006566337.1,XP_019883623.1,0,3232,0,3247
XP_006566337.1,XP_025264392.1,0,3363,0,3378
XP_006566337.1,XP_025264393.1,0,3367,0,3372
XP_006566337.1,XP_025264395.1,0,3249,0,3254
XP_006566337.1,XP_025264396.1,0,3235,0,3243
XP_006566338.1,XP_011258804.1,0,3350,0,3375
XP_006566338.1,XP_011258812.1,0,3350,0,3375
XP_006566338.1,XP_011258821.1,0,3350,0,3375
XP_006566338.1,XP_011258829.1,0,3350,0,3375
XP_006566338.1,XP_011258839.1,0,3344,0,3368
XP_006566338.1,XP_011258850.1,0,3355,0,3380
XP_006566338.1,XP_011258858.1,0,3364,0,3380
XP_006566338.1,XP_011258867.1,0,3352,0,3377
XP_006566338.1,XP_011258876.1,0,3339,0,3363
XP_006566338.1,XP_011258890.1,0,3367,0,3380
XP_006566338.1,XP_011258900.1,0,3328,0,3355
XP_006566338.1,XP_011258908.1,0,3352,0,3382
XP_006566338.1,XP_011258917.1,0,3358,0,3386
XP_006566338.1,XP_011258926.1,0,3283,0,3323
XP_006566338.1,XP_011258936.1,0,3236,0,3263
XP_006566338.1,XP_019883623.1,0,3224,0,3252
XP_006566338.1,XP_025264392.1,0,3355,0,3380
XP_006566338.1,XP_025264393.1,0,3370,0,3385
XP_006566338.1,XP_025264395.1,0,3252,0,3270
XP_006566338.1,XP_025264396.1,0,3240,0,3257
XP_006566339.1,XP_011258804.1,0,3330,0,3340
XP_006566339.1,XP_011258812.1,0,3330,0,3340
XP_006566339.1,XP_011258821.1,0,3330,0,3340
XP_006566339.1,XP_011258829.1,0,3330,0,3340
XP_006566339.1,XP_011258839.1,0,3324,0,3334
XP_006566339.1,XP_011258850.1,0,3335,0,3345
XP_006566339.1,XP_011258858.1,0,3334,0,3334
XP_006566339.1,XP_011258867.1,0,3336,0,3345
XP_006566339.1,XP_011258876.1,0,3318,0,3328
XP_006566339.1,XP_011258890.1,0,3338,0,3339
XP_006566339.1,XP_011258900.1,0,3308,0,3320
XP_006566339.1,XP_011258908.1,0,3299,0,3310
XP_006566339.1,XP_011258917.1,0,3299,0,3310
XP_006566339.1,XP_011258926.1,0,3337,0,3354
XP_006566339.1,XP_011258936.1,0,3217,0,3230
XP_006566339.1,XP_019883623.1,0,3206,0,3217
XP_006566339.1,XP_025264392.1,0,3340,0,3350
XP_006566339.1,XP_025264393.1,0,3343,0,3343
XP_006566339.1,XP_025264395.1,0,3227,0,3227
XP_006566339.1,XP_025264396.1,0,3213,0,3216
XP_006566340.1,XP_011258804.1,0,3274,0,3289
XP_006566340.1,XP_011258812.1,0,3274,0,3289
XP_006566340.1,XP_011258821.1,0,3274,0,3289
XP_006566340.1,XP_011258829.1,0,3274,0,3289
XP_006566340.1,XP_011258839.1,0,3268,0,3283
XP_006566340.1,XP_011258850.1,0,3279,0,3294
XP_006566340.1,XP_011258858.1,0,3278,0,3283
XP_006566340.1,XP_011258867.1,0,3280,0,3294
XP_006566340.1,XP_011258876.1,0,3263,0,3278
XP_006566340.1,XP_011258890.1,0,3283,0,3288
XP_006566340.1,XP_011258900.1,0,3252,0,3267
XP_006566340.1,XP_011258908.1,0,3243,0,3258
XP_006566340.1,XP_011258917.1,0,3243,0,3257
XP_006566340.1,XP_011258926.1,0,3208,0,3241
XP_006566340.1,XP_011258936.1,0,3295,0,3310
XP_006566340.1,XP_019883623.1,0,3283,0,3298
XP_006566340.1,XP_025264392.1,0,3283,0,3299
XP_006566340.1,XP_025264393.1,0,3288,0,3293
XP_006566340.1,XP_025264394.1,0,3169,0,3188
XP_006566340.1,XP_025264395.1,0,3304,0,3310
XP_006566340.1,XP_025264396.1,0,3292,0,3298
XP_006566341.1,XP_011258804.1,0,3268,0,3283
XP_006566341.1,XP_011258812.1,0,3268,0,3283
XP_006566341.1,XP_011258821.1,0,3268,0,3283
XP_006566341.1,XP_011258829.1,0,3268,0,3283
XP_006566341.1,XP_011258839.1,0,3273,0,3288
XP_006566341.1,XP_011258850.1,0,3273,0,3288
XP_006566341.1,XP_011258858.1,0,3272,0,3277
XP_006566341.1,XP_011258867.1,0,3273,0,3288
XP_006566341.1,XP_011258876.1,0,3255,0,3272
XP_006566341.1,XP_011258890.1,0,3277,0,3282
XP_006566341.1,XP_011258900.1,0,3246,0,3261
XP_006566341.1,XP_011258908.1,0,3236,0,3252
XP_006566341.1,XP_011258917.1,0,3237,0,3251
XP_006566341.1,XP_011258926.1,0,3201,0,3233
XP_006566341.1,XP_011258936.1,0,3289,0,3304
XP_006566341.1,XP_019883623.1,0,3276,0,3292
XP_006566341.1,XP_025264392.1,0,3277,0,3293
XP_006566341.1,XP_025264393.1,0,3281,0,3286
XP_006566341.1,XP_025264394.1,0,3162,0,3182
XP_006566341.1,XP_025264395.1,0,3298,0,3303
XP_006566341.1,XP_025264396.1,0,3285,0,3291
XP_006566344.1,XP_011258926.1,0,3184,0,3212
XP_006566344.1,XP_011258936.1,0,3200,0,3221
XP_006566344.1,XP_019883623.1,0,3189,0,3210
XP_006566344.1,XP_025264394.1,0,3193,0,3209
XP_006566344.1,XP_025264395.1,0,3216,0,3228
XP_006566344.1,XP_025264396.1,0,3204,0,3214
XP_006566346.1,XP_011258804.1,0,3255,0,3281
XP_006566346.1,XP_011258812.1,0,3255,0,3281
XP_006566346.1,XP_011258821.1,0,3255,0,3281
XP_006566346.1,XP_011258829.1,0,3255,0,3281
XP_006566346.1,XP_011258839.1,0,3249,0,3275
XP_006566346.1,XP_011258850.1,0,3259,0,3288
XP_006566346.1,XP_011258858.1,0,3271,0,3286
XP_006566346.1,XP_011258867.1,0,3260,0,3288
XP_006566346.1,XP_011258876.1,0,3261,0,3289
XP_006566346.1,XP_011258890.1,0,3275,0,3292
XP_006566346.1,XP_011258900.1,0,3234,0,3259
XP_006566346.1,XP_011258908.1,0,3224,0,3251
XP_006566346.1,XP_011258917.1,0,3224,0,3251
XP_006566346.1,XP_011258926.1,0,3189,0,3231
XP_006566346.1,XP_011258936.1,0,3276,0,3306
XP_006566346.1,XP_019883623.1,0,3282,0,3311
XP_006566346.1,XP_025264392.1,0,3264,0,3294
XP_006566346.1,XP_025264393.1,0,3280,0,3298
XP_006566346.1,XP_025264394.1,0,3180,0,3211
XP_006566346.1,XP_025264395.1,0,3296,0,3313
XP_006566346.1,XP_025264396.1,0,3303,0,3318
XP_006566348.2,XP_011258989.1,0,1248,0,1259
XP_006566349.2,XP_011259023.1,0,783,0,798
XP_006566349.2,XP_011259032.1,0,783,0,798
XP_006566350.1,XP_011259023.1,0,784,0,797
XP_006566350.1,XP_011259032.1,0,784,0,797
XP_006566351.1,XP_011259023.1,0,784,0,797
XP_006566351.1,XP_011259032.1,0,784,0,797
XP_006566352.1,XP_011259023.1,0,784,0,797
XP_006566352.1,XP_011259032.1,0,784,0,797
XP_006566353.1,XP_011259023.1,0,784,0,797
XP_006566353.1,XP_011259032.1,0,784,0,797
XP_006566358.1,XP_011261328.1,0,1199,0,1201
XP_006566358.1,XP_011261345.1,0,1196,0,1198
XP_006566359.1,XP_011255722.1,0,511,4.00E-177,497
XP_006566367.2,XP_025268609.1,0,1180,0,1180
XP_006566369.2,XP_025268606.1,5.00E-175,535,4.00E-160,496
XP_006566372.1,XP_011267659.1,0,596,0,597
XP_006566384.1,XP_011251669.1,4.00E-91,285,4.00E-91,285
XP_006566385.1,XP_025270932.1,0,1508,0,1504
XP_006566385.1,XP_025270933.1,0,1508,0,1504
XP_006566385.1,XP_025270934.1,0,1513,0,1509
XP_006566385.1,XP_025270935.1,0,1517,0,1514
XP_006566385.1,XP_025270936.1,0,1466,0,1463
XP_006566385.1,XP_025270937.1,0,1466,0,1461
XP_006566385.1,XP_025270941.1,0,1523,0,1520
XP_006566385.1,XP_025270942.1,0,1475,0,1472
XP_006566386.1,XP_025270932.1,0,1472,0,1469
XP_006566386.1,XP_025270933.1,0,1472,0,1469
XP_006566386.1,XP_025270934.1,0,1465,0,1461
XP_006566386.1,XP_025270935.1,0,1483,0,1477
XP_006566386.1,XP_025270936.1,0,1485,0,1483
XP_006566386.1,XP_025270937.1,0,1473,0,1468
XP_006566386.1,XP_025270941.1,0,1476,0,1471
XP_006566386.1,XP_025270942.1,0,1496,0,1492
XP_006566387.1,XP_025270932.1,0,1470,0,1466
XP_006566387.1,XP_025270933.1,0,1470,0,1466
XP_006566387.1,XP_025270934.1,0,1466,0,1461
XP_006566387.1,XP_025270935.1,0,1480,0,1476
XP_006566387.1,XP_025270936.1,0,1479,0,1477
XP_006566387.1,XP_025270937.1,0,1474,0,1468
XP_006566387.1,XP_025270941.1,0,1476,0,1471
XP_006566387.1,XP_025270942.1,0,1489,0,1485
XP_006566388.1,XP_025270932.1,0,1463,0,1459
XP_006566388.1,XP_025270933.1,0,1463,0,1459
XP_006566388.1,XP_025270934.1,0,1463,0,1461
XP_006566388.1,XP_025270935.1,0,1473,0,1469
XP_006566388.1,XP_025270936.1,0,1473,0,1467
XP_006566388.1,XP_025270937.1,0,1479,0,1473
XP_006566388.1,XP_025270941.1,0,1475,0,1471
XP_006566388.1,XP_025270942.1,0,1481,0,1477
XP_006566395.2,XP_011262370.2,0,962,0,1019
XP_006566395.2,XP_011262373.2,0,962,0,1019
XP_006566395.2,XP_019884259.2,0,961,0,1018
XP_006566395.2,XP_025270923.1,0,962,0,1019
XP_006566395.2,XP_025270924.1,0,962,0,1019
XP_006566396.2,XP_011262370.2,0,962,0,1019
XP_006566396.2,XP_011262373.2,0,962,0,1019
XP_006566396.2,XP_019884259.2,0,961,0,1018
XP_006566396.2,XP_025270923.1,0,962,0,1019
XP_006566396.2,XP_025270924.1,0,962,0,1019
XP_006566397.2,XP_011262370.2,0,962,0,1019
XP_006566397.2,XP_011262373.2,0,962,0,1019
XP_006566397.2,XP_019884259.2,0,961,0,1018
XP_006566397.2,XP_025270923.1,0,962,0,1019
XP_006566397.2,XP_025270924.1,0,962,0,1019
XP_006566398.2,XP_011262370.2,0,962,0,1019
XP_006566398.2,XP_011262373.2,0,962,0,1019
XP_006566398.2,XP_019884259.2,0,961,0,1018
XP_006566398.2,XP_025270923.1,0,962,0,1019
XP_006566398.2,XP_025270924.1,0,962,0,1019
XP_006566401.1,XP_011258181.1,2.00E-127,370,2.00E-127,370
XP_006566401.1,XP_011258182.1,2.00E-127,370,2.00E-127,370
XP_006566402.2,XP_011258183.1,0,1270,0,1270
XP_006566402.2,XP_025270946.1,0,1280,0,1280
XP_006566403.2,XP_025270947.1,0,1190,0,1190
XP_006566404.2,XP_011255149.1,0,659,0,646
XP_006566407.2,XP_011254634.1,6.00E-175,502,7.00E-175,502
XP_006566408.1,XP_011261611.1,2.00E-118,346,3.00E-121,353
XP_006566409.1,XP_011261611.1,2.00E-118,346,3.00E-121,353
XP_006566410.1,XP_011254636.2,0,866,0,845
XP_006566410.1,XP_011254638.2,0,877,0,857
XP_006566410.1,XP_011254639.1,0,872,0,852
XP_006566410.1,XP_019882817.2,0,872,0,852
XP_006566410.1,XP_019882818.1,0,873,0,852
XP_006566410.1,XP_019882819.1,0,872,0,852
XP_006566410.1,XP_025265410.1,0,866,0,846
XP_006566414.1,XP_011261303.2,2.00E-155,447,7.00E-174,494
XP_006566415.1,XP_011261141.1,0,799,0,771
XP_006566415.1,XP_011261158.1,0,817,0,789
XP_006566415.1,XP_011261167.1,0,817,0,789
XP_006566415.1,XP_025268663.1,0,783,0,755
XP_006566416.1,XP_011261141.1,0,782,0,755
XP_006566416.1,XP_011261158.1,0,784,0,756
XP_006566416.1,XP_011261167.1,0,784,0,756
XP_006566416.1,XP_025268663.1,0,780,0,752
XP_006566417.1,XP_011261141.1,0,782,0,755
XP_006566417.1,XP_011261158.1,0,784,0,756
XP_006566417.1,XP_011261167.1,0,784,0,756
XP_006566417.1,XP_025268663.1,0,780,0,752
XP_006566418.1,XP_011261188.1,0,734,0,717
XP_006566418.1,XP_025268661.1,0,735,0,717
XP_006566420.1,XP_011262359.1,2.00E-24,101,1.00E-24,101
XP_006566420.1,XP_011262360.1,2.00E-24,101,1.00E-24,101
XP_006566421.2,XP_025270925.1,0,1270,0,1177
XP_006566421.2,XP_025270926.1,0,1276,0,1183
XP_006566421.2,XP_025270927.1,0,1249,0,1156
XP_006566421.2,XP_025270928.1,0,1279,0,1189
XP_006566424.2,XP_025270925.1,0,1298,0,1206
XP_006566424.2,XP_025270926.1,0,1304,0,1211
XP_006566424.2,XP_025270927.1,0,1276,0,1186
XP_006566424.2,XP_025270928.1,0,1266,0,1178
XP_006566425.2,XP_025270925.1,0,1267,0,1174
XP_006566425.2,XP_025270926.1,0,1273,0,1182
XP_006566425.2,XP_025270927.1,0,1246,0,1154
XP_006566425.2,XP_025270928.1,0,1266,0,1176
XP_006566426.1,XP_011261214.1,0,571,0,585
XP_006566427.1,XP_011261242.1,3.00E-178,499,0,514
XP_006566429.2,XP_011256922.1,0,1157,0,1161
XP_006566436.2,XP_025269484.1,0,1261,0,1224
XP_006566438.1,XP_011256931.1,0,1739,0,1746
XP_006566439.1,XP_025269576.1,0,840,0,806
XP_006566439.1,XP_025269577.1,0,833,0,802
XP_006566440.1,XP_025269576.1,0,825,0,793
XP_006566440.1,XP_025269577.1,0,826,0,793
XP_006566441.1,XP_011256934.1,0,1523,0,1524
XP_006566441.1,XP_011256935.1,0,1529,0,1529
XP_006566441.1,XP_025269401.1,0,1523,0,1524
XP_006566441.1,XP_025269402.1,0,1470,0,1471
XP_006566443.1,XP_011256934.1,0,1469,0,1470
XP_006566443.1,XP_011256935.1,0,1469,0,1470
XP_006566443.1,XP_025269401.1,0,1469,0,1470
XP_006566443.1,XP_025269402.1,0,1485,0,1486
XP_006566444.1,XP_011256934.1,0,1466,0,1466
XP_006566444.1,XP_011256935.1,0,1466,0,1467
XP_006566444.1,XP_025269401.1,0,1466,0,1466
XP_006566444.1,XP_025269402.1,0,1465,0,1466
XP_006566445.2,XP_011256938.1,0,1088,0,1069
XP_006566445.2,XP_011256939.1,0,1058,0,1039
XP_006566447.1,XP_025269442.1,0,871,0,852
XP_006566449.1,XP_011256942.1,4.00E-39,127,4.00E-39,127
XP_006566449.1,XP_025269500.1,2.00E-39,128,3.00E-39,128
XP_006566449.1,XP_025269502.1,4.00E-39,127,4.00E-39,127
XP_006566452.2,XP_011267561.1,5.00E-171,483,5.00E-171,483
XP_006566452.2,XP_011267562.1,1.00E-171,484,1.00E-171,484
XP_006566452.2,XP_019885211.1,9.00E-171,482,1.00E-170,482
XP_006566454.2,XP_011267561.1,4.00E-171,481,5.00E-171,481
XP_006566454.2,XP_011267562.1,2.00E-171,482,2.00E-171,482
XP_006566454.2,XP_019885211.1,3.00E-171,481,4.00E-171,481
XP_006566456.1,XP_011267556.1,5.00E-146,415,8.00E-121,351
XP_006566456.1,XP_011267557.1,9.00E-146,414,8.00E-121,351
XP_006566457.1,XP_011267554.1,0,1088,0,1088
XP_006566457.1,XP_011267555.1,0,1087,0,1087
XP_006566458.1,XP_025266586.1,0,1038,0,1016
XP_006566465.1,XP_011251024.1,0,1628,0,1628
XP_006566465.1,XP_011251025.1,0,1628,0,1628
XP_006566465.1,XP_011251026.1,0,1630,0,1630
XP_006566465.1,XP_011251027.1,0,1597,0,1597
XP_006566466.1,XP_011251024.1,0,1597,0,1597
XP_006566466.1,XP_011251025.1,0,1597,0,1597
XP_006566466.1,XP_011251026.1,0,1599,0,1599
XP_006566466.1,XP_011251027.1,0,1607,0,1607
XP_006566468.1,XP_019882062.1,0,1291,0,1291
XP_006566473.1,XP_011251035.1,0,1469,0,1477
XP_006566473.1,XP_011251036.1,0,1485,0,1491
XP_006566475.1,XP_011264549.1,0,1327,0,1294
XP_006566476.1,XP_011264611.1,2.00E-59,185,2.00E-59,185
XP_006566477.1,XP_011264610.1,3.00E-114,325,3.00E-114,325
XP_006566478.1,XP_011264610.1,3.00E-114,325,3.00E-114,325
XP_006566479.2,XP_011264609.1,0,580,0,580
XP_006566494.1,XP_011264618.1,0,676,0,676
XP_006566495.1,XP_011264627.1,0,676,0,676
XP_006566496.1,XP_011264634.1,0,665,0,665
XP_006566497.1,XP_011264642.1,0,664,0,664
XP_006566503.1,XP_011264666.1,0,638,0,638
XP_006566505.1,XP_011264681.1,0,626,0,626
XP_006566507.1,XP_011264689.1,0,622,0,622
XP_006566509.1,XP_025269456.1,0,620,0,620
XP_006566517.1,XP_011264561.1,0,2575,0,2519
XP_006566517.1,XP_019884637.2,0,2450,0,2424
XP_006566517.1,XP_019884641.2,0,2449,0,2424
XP_006566517.1,XP_025269451.1,0,2575,0,2519
XP_006566517.1,XP_025269452.1,0,2449,0,2424
XP_006566517.1,XP_025269453.1,0,2450,0,2425
XP_006566518.1,XP_011264616.1,4.00E-110,327,3.00E-103,310
XP_006566519.1,XP_011264616.1,4.00E-110,327,3.00E-103,310
XP_006566520.1,XP_011264619.2,0,1758,0,1398
XP_006566521.1,XP_011264619.2,0,1753,0,1414
XP_006566522.1,XP_011264617.2,0,1694,0,1643
XP_006566522.1,XP_011264621.2,0,1697,0,1646
XP_006566522.1,XP_019884677.2,0,1694,0,1644
XP_006566522.1,XP_019884678.2,0,1710,0,1639
XP_006566522.1,XP_025265198.1,0,1700,0,1649
XP_006566523.1,XP_011264624.1,0,1090,0,1130
XP_006566523.1,XP_011264625.1,0,1097,0,1139
XP_006566524.1,XP_011264624.1,0,1097,0,1138
XP_006566524.1,XP_011264625.1,0,1105,0,1145
XP_006566528.1,XP_011259827.1,2.00E-64,224,4.00E-65,226
XP_006566528.1,XP_011259828.1,3.00E-64,221,1.00E-65,225
XP_006566531.1,XP_011264395.2,6.00E-116,353,1.00E-95,301
XP_006566531.1,XP_025265920.1,6.00E-114,347,1.00E-97,306
XP_006566532.1,XP_025265920.1,8.00E-115,350,3.00E-96,302
XP_006566536.1,XP_011268570.1,8.00E-136,386,3.00E-136,387
